Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Branch A,Branch B,Branch C,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O10: Rural,O10: Suburban,O10: Urban,O11: Equally concerned and excited,O11: More concerned than excited,O11: More excited than concerned,O12: Buddhism,O12: Christianity,O12: Hinduism,O12: I do not identify with any religious group or faith,O12: Islam,O12: Other religious group,O13: Brazil,O13: Canada,O13: Chile,O13: China,O13: Germany,O13: India,O13: Indonesia,O13: Italy,O13: Japan,O13: Kazakhstan,O13: Kenya,O13: Korea South,O13: Mexico,O13: Morocco,O13: Pakistan,O13: Philippines,O13: Poland,O13: United Kingdom,O13: United States,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O8: 18-25,O8: 26-35,O8: 36-45,O8: 46-55,O8: 56-65,O9: Female,O9: Male,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
727719e2-4557-4ef8-a29d-b9c6b316cb80,Would you trust AI more or less than humans to interpret animal communication to resolve a human-wildlife conflict? Why?,I dmt think its a good idea to open the doors that nature has locked for us for so many reasons. ,0.4000,0.4800,0.4900,0.6000,0.5100,,,,0.4400,0.5000,0.6300,0.5600,0.5400,0.5200,0.4800,0.4700,0.6500,0.4900,0.5300,0.5600,0.5000,0.5100,0.5200,0.5400,0.6200,0.5000,0.4900,0.5400,0.5600,0.4700,0.4300,0.4900,0.6400,0.5500,0.4800,0.4800,0.5000,0.4800,0.6900,0.5000,0.6700,0.4100,0.4400,0.5300,0.5300,0.4000,0.6800,0.4700,0.5100,0.5000,0.5300,0.5500,0.4700,0.5200,0.4900,0.5500,0.5600,0.5600,0.5000,0.5000,0.5100,0.5500,0.6100,0.5000,0.4900,0.5400,0.5600,0.5000,0.5300,0.5400,0.4800,0.5300,0.4900,0.5500,0.5200,0.4600,0.4900,0.5700,0.5500,0.5700
727719e2-4557-4ef8-a29d-b9c6b316cb80,Would you trust AI more or less than humans to interpret animal communication to resolve a human-wildlife conflict? Why?,I would trust AI less because right now their capability is not very advanced as the AI developers claim,0.4000,0.5600,0.6000,0.4800,0.5300,,,,0.4400,0.5600,0.4700,0.5000,0.5900,0.5100,0.5100,0.4000,0.4400,0.5200,0.5300,0.4900,0.5200,0.5300,0.5300,0.4800,0.6200,0.4900,0.5400,0.5100,0.5400,0.4700,0.4700,0.5100,0.4300,0.5200,0.5600,0.5500,0.5000,0.4300,0.4400,0.5600,0.5100,0.6500,0.4400,0.4700,0.5900,0.5300,0.5900,0.4400,0.5100,0.5000,0.5000,0.5100,0.5400,0.6000,0.5100,0.5100,0.5600,0.4800,0.5200,0.5200,0.5300,0.4900,0.6100,0.4900,0.5400,0.5000,0.5400,0.5000,0.5000,0.5100,0.5400,0.6000,0.5100,0.5100,0.4700,0.5400,0.5500,0.5100,0.4800,0.4700
727719e2-4557-4ef8-a29d-b9c6b316cb80,Would you trust AI more or less than humans to interpret animal communication to resolve a human-wildlife conflict? Why?,"Human slave elephants to make money, yet they get angry when their crops been raided.  ",0.3900,0.4800,0.5100,0.5000,0.5300,,,,0.5000,0.6300,0.4900,0.5700,0.5900,0.5400,0.5400,0.4700,0.4100,0.5400,0.5200,0.5700,0.5100,0.5200,0.5300,0.5500,0.4700,0.5300,0.5500,0.5500,0.4800,0.4000,0.4700,0.5900,0.3900,0.6000,0.4800,0.5100,0.4300,0.5700,0.5000,0.6300,0.5300,0.5900,0.5000,0.5300,0.7100,0.6700,0.5900,0.4400,0.5200,0.5300,0.5300,0.5700,0.4600,0.6000,0.5400,0.5100,0.5100,0.5700,0.5100,0.5200,0.5300,0.5400,0.4700,0.5300,0.5500,0.5500,0.4800,0.5300,0.5300,0.5700,0.4500,0.5800,0.5400,0.5100,0.4700,0.5000,0.5100,0.5900,0.5200,0.5500
727719e2-4557-4ef8-a29d-b9c6b316cb80,Would you trust AI more or less than humans to interpret animal communication to resolve a human-wildlife conflict? Why?,"i would trust it less, because i'm not sure if it is able to correctly interpret the animals' intentions, while humans might have more experience with those. ",0.3900,0.5100,0.5700,0.5000,0.5200,,,,0.5000,0.5000,0.4600,0.6200,0.5900,0.5200,0.5300,0.5100,0.4700,0.5300,0.5600,0.5100,0.5200,0.5300,0.5100,0.5000,0.5900,0.5200,0.4800,0.5400,0.5100,0.6000,0.5000,0.4900,0.3900,0.6600,0.5600,0.4900,0.4700,0.4300,0.4400,0.5000,0.4500,0.6500,0.5000,0.4000,0.4100,0.6000,0.5500,0.4400,0.5200,0.5500,0.5300,0.4700,0.4800,0.5200,0.5300,0.5100,0.5700,0.5100,0.5100,0.5300,0.5000,0.5000,0.5800,0.5200,0.4800,0.5300,0.5100,0.5500,0.5300,0.4700,0.4800,0.5300,0.5300,0.5100,0.4800,0.5000,0.4900,0.4600,0.5200,0.5800
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","AI's knowledge of humans, together with the misinterpretation of animal communications, results in false responses to humans that are accepted by humans.",0.4600,0.5300,0.5100,0.5700,0.5300,,,,0.5000,0.5000,0.5300,0.5500,0.6700,0.5500,0.5600,0.5300,0.5600,0.5700,0.6300,0.5600,0.5200,0.5400,0.6300,0.5100,0.5300,0.5500,0.4700,0.5500,0.5600,0.5300,0.5700,0.5100,0.5000,0.5000,0.5600,0.5200,0.6100,0.4600,0.5900,0.5000,0.5700,0.7100,0.5000,0.6000,0.5300,0.6000,0.7300,0.5300,0.5700,0.5700,0.5400,0.5200,0.5400,0.5500,0.5300,0.5600,0.6300,0.5600,0.5200,0.5400,0.6200,0.5200,0.5800,0.5500,0.4700,0.5500,0.5600,0.5700,0.5400,0.5200,0.5400,0.5600,0.5300,0.5600,0.5200,0.5100,0.5200,0.5200,0.5900,0.4900
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","Misinterpretation and the need for a ""dataset"" with all types of behavior towards certain ""words"" in order to delve deeper into the behavior of more complex issues and fine-tune communication between species.",0.4500,0.5300,0.5100,0.5500,0.5500,,,,0.5600,0.6300,0.5100,0.6300,0.6300,0.5500,0.5800,0.5300,0.5600,0.5800,0.5000,0.6000,0.5400,0.5700,0.5900,0.5200,0.5600,0.5700,0.4600,0.5600,0.5600,0.5300,0.6000,0.4600,0.4600,0.5800,0.6000,0.4700,0.7100,0.6700,0.5900,0.6300,0.5700,0.8200,0.5600,0.6000,0.5300,0.6000,0.6400,0.5300,0.6300,0.5800,0.5600,0.5100,0.5400,0.5500,0.5500,0.5500,0.5000,0.6000,0.5400,0.5700,0.5800,0.5200,0.6100,0.5700,0.4600,0.5600,0.5600,0.5800,0.5600,0.5200,0.5300,0.5600,0.5500,0.5500,0.5000,0.6000,0.4700,0.5600,0.6200,0.4500
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","Misinterpretation of Signals,  Ethical Concerns, Misuse of Technology and Ecological Disruption",0.4400,0.5500,0.5300,0.5500,0.5300,,,,0.4400,0.6300,0.5600,0.5700,0.6300,0.5500,0.5600,0.5300,0.5300,0.5700,0.5300,0.5600,0.5300,0.5600,0.6100,0.4900,0.5300,0.5700,0.4500,0.5600,0.5500,0.6000,0.6000,0.4600,0.5000,0.5500,0.6400,0.4900,0.7100,0.4600,0.5300,0.6300,0.6100,0.7100,0.4400,0.6700,0.4700,0.5300,0.6400,0.5300,0.6000,0.5600,0.5400,0.5100,0.5600,0.5700,0.5400,0.5500,0.5300,0.5600,0.5400,0.5600,0.6000,0.5000,0.5800,0.5700,0.4500,0.5500,0.5500,0.5600,0.5400,0.5200,0.5500,0.5800,0.5400,0.5500,0.5300,0.5700,0.4800,0.5300,0.5200,0.5300
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)",Knowing the behavior of animals and their awareness of the presence of humans and their influence on them,0.4400,0.5600,0.5500,0.5400,0.5400,,,,0.4400,0.6300,0.5100,0.5300,0.6100,0.5400,0.5600,0.5800,0.5300,0.5700,0.5800,0.5700,0.5200,0.5500,0.6500,0.4900,0.5000,0.5500,0.4900,0.5400,0.5700,0.6700,0.5700,0.5100,0.5700,0.5200,0.4800,0.5100,0.6800,0.5000,0.4700,0.6300,0.5500,0.7600,0.4400,0.6700,0.5900,0.5300,0.6800,0.5900,0.5600,0.5300,0.5400,0.5300,0.5600,0.5700,0.5300,0.5400,0.5800,0.5600,0.5200,0.5500,0.6400,0.5000,0.5600,0.5500,0.4900,0.5400,0.5700,0.5300,0.5400,0.5300,0.5600,0.5800,0.5300,0.5400,0.5500,0.5500,0.5100,0.5300,0.5500,0.4500
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","Humans and animals have been together for centuries, and could not communicate, then how can we trust a man made programming to intrpret animal languages?",0.4400,0.5400,0.4900,0.5300,0.5300,,,,0.5000,0.5600,0.4900,0.5800,0.6300,0.5300,0.5800,0.4700,0.5300,0.5900,0.5300,0.6000,0.5100,0.5600,0.6000,0.4800,0.5600,0.5600,0.4400,0.5400,0.5600,0.6000,0.5700,0.4600,0.4600,0.5500,0.6400,0.4700,0.7400,0.5000,0.5900,0.5600,0.5300,0.7600,0.5000,0.6000,0.4700,0.5300,0.5900,0.4700,0.6200,0.5500,0.5300,0.5200,0.5600,0.5200,0.5300,0.5400,0.5300,0.5900,0.5200,0.5600,0.5900,0.4900,0.6100,0.5600,0.4400,0.5300,0.5600,0.5500,0.5300,0.5300,0.5500,0.5300,0.5300,0.5400,0.5000,0.6000,0.4600,0.5300,0.5500,0.4900
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","All the things you mentioned. I.E., misinterpretation of animal/environmental signals, misuse of AI technology, and ethical concerns. ",0.4300,0.5900,0.5800,0.5300,0.5600,,,,0.4400,0.6300,0.4900,0.5800,0.7000,0.5700,0.5600,0.6400,0.5900,0.5700,0.6300,0.5900,0.5300,0.5700,0.6300,0.5100,0.5000,0.5600,0.4700,0.5600,0.6000,0.6700,0.6300,0.5400,0.4300,0.5300,0.5200,0.5100,0.7400,0.5800,0.5300,0.6300,0.5500,0.8200,0.4400,0.6700,0.7100,0.6000,0.6800,0.6500,0.5700,0.5500,0.5600,0.5200,0.5900,0.6200,0.5500,0.5500,0.6300,0.5800,0.5300,0.5700,0.6100,0.5200,0.5600,0.5600,0.4700,0.5600,0.6000,0.5500,0.5600,0.5200,0.5900,0.6300,0.5500,0.5500,0.5200,0.5900,0.5100,0.5600,0.5500,0.4500
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","Misinterpretation would be one. Also, it is a forced act upon animals to get this data",0.4300,0.5200,0.4900,0.5900,0.5600,,,,0.4400,0.6300,0.5800,0.6000,0.6100,0.5500,0.5400,0.5300,0.5900,0.5500,0.5100,0.5800,0.5400,0.5800,0.5900,0.5000,0.5000,0.5800,0.4700,0.5500,0.5800,0.4700,0.5700,0.4600,0.4300,0.5600,0.7200,0.5100,0.7100,0.5000,0.5900,0.6300,0.6300,0.8200,0.4400,0.6700,0.5300,0.6700,0.5900,0.5300,0.5700,0.5700,0.5700,0.5100,0.5300,0.5500,0.5500,0.5500,0.5100,0.5700,0.5500,0.5800,0.5800,0.5000,0.5300,0.5800,0.4700,0.5400,0.5800,0.5700,0.5700,0.5100,0.5200,0.5600,0.5500,0.5500,0.4700,0.5900,0.5000,0.5300,0.5900,0.5300
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","mostly AI misinterpreting animal signals, misuse of the technology, ethical concerns",0.4300,0.5500,0.5500,0.5700,0.5500,,,,0.4400,0.6300,0.5600,0.5800,0.6100,0.5400,0.5500,0.6400,0.5600,0.5600,0.6000,0.5700,0.5200,0.5500,0.6300,0.5100,0.5300,0.5600,0.4700,0.5500,0.5700,0.6000,0.6000,0.4900,0.4300,0.5800,0.4800,0.5200,0.6500,0.5000,0.4700,0.6300,0.6100,0.7100,0.4400,0.6000,0.4700,0.6000,0.6800,0.6500,0.5700,0.5500,0.5500,0.5100,0.5500,0.5700,0.5400,0.5500,0.6000,0.5600,0.5300,0.5500,0.6100,0.5200,0.5800,0.5600,0.4700,0.5500,0.5700,0.5500,0.5500,0.5100,0.5500,0.5800,0.5400,0.5500,0.4800,0.5500,0.5100,0.5500,0.5500,0.4300
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","Intervention of their own privacy, Human Animal conflict etc",0.4300,0.5800,0.5500,0.5500,0.5400,,,,0.4400,0.6300,0.4700,0.5400,0.6300,0.5400,0.5600,0.6200,0.5600,0.5700,0.5800,0.5500,0.5300,0.5400,0.6500,0.5100,0.5000,0.5500,0.4900,0.5400,0.5700,0.6700,0.6000,0.4900,0.5000,0.5300,0.5200,0.5200,0.7400,0.4600,0.4700,0.6300,0.5100,0.7100,0.4400,0.6700,0.5300,0.6000,0.7300,0.6200,0.5700,0.5400,0.5400,0.5100,0.6000,0.5700,0.5400,0.5400,0.5800,0.5500,0.5300,0.5400,0.6400,0.5100,0.5600,0.5500,0.4900,0.5400,0.5700,0.5400,0.5400,0.5100,0.5900,0.5800,0.5400,0.5400,0.5300,0.5700,0.5200,0.5200,0.4500,0.4300
809479c1-4172-49c7-84d7-9ef121d5f171,"What concerns do you have regarding the use of AI in interspecies communication? (Please consider things like misinterpretation of animal/environmental signals, misuse of AI technology, ethical concerns, unforeseen ecological impacts)","AI could be misused to exploit animals, misinterpret their messages, or violate their privacy and natural behaviors.",0.4300,0.5600,0.5800,0.5300,0.5300,,,,0.4400,0.5600,0.4900,0.5500,0.6700,0.5600,0.5800,0.6400,0.5600,0.5900,0.5800,0.5800,0.5200,0.5400,0.6500,0.5100,0.5600,0.5600,0.4600,0.5600,0.5600,0.5300,0.6000,0.5100,0.4300,0.5500,0.5200,0.5100,0.6500,0.5000,0.4700,0.5600,0.5300,0.7100,0.4400,0.6000,0.4700,0.6000,0.7300,0.6500,0.6000,0.5500,0.5400,0.5000,0.5400,0.6200,0.5300,0.5500,0.5800,0.5800,0.5200,0.5300,0.6500,0.5200,0.6100,0.5600,0.4600,0.5500,0.5600,0.5500,0.5400,0.5000,0.5400,0.6300,0.5300,0.5500,0.4800,0.5500,0.5000,0.5200,0.5200,0.4500
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,"making animals legal creatures provides official protection and provides a voice regarding matters influencing them. This is not empathy it turns to enforceable justice, where their interests are legally guarded.
",0.6400,0.7400,,,0.7100,,,0.7200,,,,,,0.6700,0.7100,,,0.7000,,0.7000,0.7400,0.6600,0.8000,0.7700,,0.6900,,0.7200,0.6700,,,,,,,0.8900,,,,,,,,,,,,,0.6500,0.9000,0.6800,0.6400,,,0.7500,0.6800,,0.7000,0.7400,0.6700,,0.7700,,0.6900,,0.7000,0.6700,0.9000,0.6800,0.6400,,,0.7500,0.6800,,,0.7500,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,Legal rights can be more trusted. ,0.6300,0.6300,,,0.7100,,,0.7100,,,,,,0.7100,0.7100,,,0.7000,,0.6700,0.7400,0.6600,0.8700,0.7300,,0.6900,,0.7200,0.6700,,,,,,,0.7900,,,,,,,,,,,,,0.6500,0.8500,0.6600,0.7600,,,0.7300,0.6800,,0.6700,0.7400,0.6700,,0.7200,,0.6900,,0.7000,0.6700,0.8500,0.6600,0.7600,,,0.7300,0.6800,,,0.6800,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,"Since animals can speak, they have inherent rights and should be protected.",0.6200,0.6300,,,0.7100,,,0.7000,,,,,,0.7100,0.6700,,,0.6500,,0.6300,0.7200,0.6200,0.8700,0.7500,,0.6700,,0.7500,0.6300,,,,,,,0.7900,,,,,,,,,,,,,0.6500,0.8500,0.6300,0.8000,,,0.7200,0.6800,,0.6300,0.7200,0.6300,,0.7400,,0.6700,,0.7300,0.6300,0.8500,0.6300,0.8000,,,0.7200,0.6800,,,0.6800,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,They would have more rights because they would be able to be understood.,0.6200,0.6300,,,0.6900,,,0.6900,,,,,,0.7100,0.7100,,,0.7000,,0.6300,0.7200,0.6200,0.8700,0.7300,,0.6700,,0.7200,0.6300,,,,,,,0.7900,,,,,,,,,,,,,0.6500,0.8500,0.6300,0.7600,,,0.7200,0.6600,,0.6300,0.7200,0.6300,,0.7200,,0.6700,,0.7000,0.6300,0.8500,0.6300,0.7600,,,0.7200,0.6600,,,0.6800,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,the people are guided by rights in constitution and rule of law so having legal rights protect the animals too,0.6100,0.6300,,,0.6700,,,0.7000,,,,,,0.7500,0.6700,,,0.6500,,0.6700,0.7000,0.6400,0.8000,0.7500,,0.6700,,0.7500,0.7100,,,,,,,0.6800,,,,,,,,,,,,,0.6500,0.8000,0.6600,0.7600,,,0.7000,0.7000,,0.6700,0.7000,0.6500,,0.7400,,0.6700,,0.7300,0.7100,0.8000,0.6600,0.7600,,,0.7000,0.7000,,,0.6100,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,"More than building relationships, protecting animals through legal rights is extremely important ",0.5900,0.6300,,,0.7100,,,0.6900,,,,,,0.6700,0.6700,,,0.6500,,0.6300,0.7200,0.6200,0.8000,0.7500,,0.6900,,0.6700,0.6700,,,,,,,0.8900,,,,,,,,,,,,,0.5900,0.8500,0.6300,0.7600,,,0.7200,0.6600,,0.6300,0.7200,0.6300,,0.7400,,0.6900,,0.6500,0.6700,0.8500,0.6300,0.7600,,,0.7200,0.6600,,,0.7500,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,"As with humans, granting animals legal rights and representation can protect them from abuse and exploitation.",0.5900,0.6300,,,0.7100,,,0.6900,,,,,,0.6700,0.6700,,,0.6500,,0.6700,0.7100,0.6200,0.8000,0.7500,,0.6900,,0.6900,0.6700,,,,,,,0.8400,,,,,,,,,,,,,0.5900,0.8500,0.6300,0.7600,,,0.7200,0.6600,,0.6700,0.7100,0.6300,,0.7400,,0.6900,,0.6800,0.6700,0.8500,0.6300,0.7600,,,0.7200,0.6600,,,0.7100,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,because if the conflict arise then they should be protected by law,0.5900,0.6300,,,0.6900,,,0.6900,,,,,,0.7100,0.6200,,,0.6000,,0.6300,0.7100,0.6600,0.8000,0.7000,,0.6700,,0.7500,0.6300,,,,,,,0.7400,,,,,,,,,,,,,0.5900,0.7500,0.6400,0.8000,,,0.7000,0.6800,,0.6300,0.7100,0.6700,,0.7000,,0.6700,,0.7300,0.6300,0.7500,0.6400,0.8000,,,0.7000,0.6800,,,0.6400,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,They are taken advantage of a lot so first we should focus on making sure their rights are protected and they aren't exploited,0.5900,0.6300,,,0.6900,,,0.6800,,,,,,0.6700,0.6200,,,0.6000,,0.6000,0.7200,0.5900,0.8000,0.7500,,0.6900,,0.6400,0.6300,,,,,,,0.8900,,,,,,,,,,,,,0.5900,0.8500,0.5900,0.7600,,,0.7000,0.6400,,0.6000,0.7200,0.6000,,0.7400,,0.6900,,0.6200,0.6300,0.8500,0.5900,0.7600,,,0.7000,0.6400,,,0.7500,,,
80d30282-5bd5-44d4-a5a5-ec24da4a7262,Branch C - Please explain your response,the importance of developing species rights so that we can respect each one so that they feel comfortable and respect the way they want,0.5800,0.5800,,,0.7100,,,0.7100,,,,,,0.7500,0.6200,,,0.6000,,0.6700,0.7200,0.6200,0.8000,0.8000,,0.6900,,0.7200,0.7500,,,,,,,0.7400,,,,,,,,,,,,,0.6500,0.9000,0.6600,0.7600,,,0.7500,0.6600,,0.6700,0.7200,0.6300,,0.7900,,0.6900,,0.7000,0.7500,0.9000,0.6600,0.7600,,,0.7500,0.6600,,,0.6800,,,
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"If our laws and systems take the voices of animals and ecosystems seriously, it will greatly improve the ecological environment on Earth, but it will affect the development of some industries and may affect the global economic situation in the short term.",0.6300,0.7600,0.7400,0.7600,0.8000,,,,0.8100,0.7500,0.8100,0.7400,0.7000,0.7500,0.8200,0.8000,0.6400,0.8200,0.7400,0.8300,0.7600,0.7800,0.7400,0.7900,0.9100,0.7800,0.8700,0.7500,0.7400,,0.6300,0.7400,0.7500,0.7700,0.8400,0.8400,0.8000,0.7000,0.6700,0.7500,0.8000,0.6500,0.8100,,0.6500,,0.8200,0.8800,0.8400,0.7600,0.8100,0.7600,0.7800,0.7200,0.7800,0.7800,0.7400,0.8400,0.7600,0.7800,0.7400,0.7900,0.9200,0.7800,0.8700,0.7500,0.7400,0.7600,0.8100,0.7600,0.7800,0.7000,0.7800,0.7800,0.6700,0.8500,0.8200,0.7000,0.7200,0.7700
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,"Our ecological environment will no longer be based primarily on human suitability, but will become more comprehensive",0.6100,0.7600,0.7400,0.7300,0.7900,,,,0.7500,0.7500,0.7900,0.7300,0.7000,0.7300,0.8300,0.8000,0.6100,0.8300,0.7400,0.8100,0.7500,0.7700,0.7400,0.7800,0.9100,0.7700,0.8500,0.7400,0.7200,,0.6300,0.7400,0.7500,0.7400,0.7600,0.8300,0.7700,0.6500,0.7300,0.7500,0.8000,0.6500,0.7500,,0.6500,,0.8200,0.8800,0.8600,0.7500,0.7900,0.7400,0.7800,0.7200,0.7700,0.7700,0.7300,0.8200,0.7500,0.7700,0.7400,0.7700,0.9200,0.7700,0.8500,0.7400,0.7200,0.7500,0.7900,0.7400,0.7800,0.7000,0.7700,0.7700,0.6700,0.8300,0.8100,0.6900,0.6600,0.7200
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,the society world wide would be more environmental conscious and have more broader perspective as a society.,0.6100,0.7500,0.7200,0.7100,0.7900,,,,0.7500,0.7500,0.7600,0.7200,0.7000,0.7300,0.7900,0.7800,0.6400,0.8000,0.7400,0.7900,0.7500,0.7600,0.7400,0.7700,0.8500,0.7500,0.8600,0.7400,0.7200,,0.6300,0.6800,0.7900,0.7200,0.8000,0.8300,0.7700,0.6100,0.7300,0.7500,0.7600,0.6500,0.7500,,0.6500,,0.8200,0.8500,0.8200,0.7400,0.7800,0.7500,0.7700,0.7200,0.7700,0.7600,0.7400,0.7900,0.7500,0.7600,0.7300,0.7700,0.8900,0.7500,0.8600,0.7300,0.7200,0.7400,0.7800,0.7500,0.7700,0.7000,0.7700,0.7600,0.6900,0.8300,0.8100,0.6900,0.6900,0.7400
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,Connect with nature and environment for sustainable livelihood and conservation of resources. ,0.6100,0.7500,0.7200,0.7000,0.7900,,,,0.7500,0.7500,0.7600,0.7300,0.7000,0.7300,0.7900,0.7800,0.6100,0.8000,0.7400,0.7900,0.7500,0.7600,0.7400,0.7700,0.8500,0.7500,0.8600,0.7400,0.7100,,0.6300,0.6800,0.7900,0.7400,0.8000,0.8200,0.7700,0.6100,0.7300,0.7500,0.7600,0.6500,0.7500,,0.6500,,0.8200,0.8500,0.8200,0.7400,0.7800,0.7400,0.7700,0.6900,0.7700,0.7500,0.7400,0.7900,0.7500,0.7600,0.7300,0.7700,0.8900,0.7500,0.8600,0.7400,0.7100,0.7400,0.7800,0.7400,0.7700,0.6800,0.7700,0.7500,0.6900,0.8300,0.8100,0.6900,0.6900,0.7400
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,maybe a more ecocentric world and protecting plus prioritizing other beings as well ,0.6100,0.7400,0.7200,0.7100,0.7700,,,,0.7500,0.7500,0.7800,0.7100,0.7000,0.7100,0.8000,0.7800,0.6100,0.8100,0.7400,0.7700,0.7400,0.7500,0.7400,0.7600,0.8800,0.7500,0.8400,0.7200,0.7200,,0.6700,0.6800,0.7900,0.7000,0.7600,0.8100,0.7300,0.6100,0.7300,0.7500,0.7800,0.6500,0.7500,,0.6500,,0.8600,0.8500,0.8400,0.7400,0.7700,0.7400,0.7500,0.7200,0.7600,0.7400,0.7300,0.7800,0.7400,0.7600,0.7400,0.7500,0.8900,0.7500,0.8400,0.7200,0.7200,0.7400,0.7700,0.7400,0.7500,0.7000,0.7600,0.7400,0.7000,0.7900,0.8000,0.6600,0.6900,0.7000
8e78a0f1-558b-492b-a752-213c11d60b33,What might be the most profound change to human society if animal and ecosystem voices were taken seriously in our laws and systems?,People may have a deeper environmental awareness and be able to think not only about human interests,0.6000,0.7500,0.7200,0.7100,0.7800,,,,0.7500,0.7500,0.7800,0.7100,0.7000,0.7000,0.8100,0.7800,0.6100,0.8100,0.7400,0.7800,0.7400,0.7600,0.7100,0.7600,0.8800,0.7600,0.8500,0.7200,0.7000,,0.6000,0.6500,0.7900,0.7000,0.7200,0.8300,0.7300,0.6100,0.7300,0.7500,0.7800,0.6500,0.7500,,0.6500,,0.8600,0.8500,0.8500,0.7400,0.7700,0.7400,0.7700,0.7200,0.7700,0.7400,0.7300,0.7900,0.7400,0.7600,0.7100,0.7600,0.8900,0.7600,0.8500,0.7200,0.7000,0.7400,0.7700,0.7400,0.7700,0.7000,0.7700,0.7400,0.6700,0.8200,0.8100,0.6600,0.6900,0.6800
