Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5
1dde9b86-0198-4c42-8ad2-8f694445ce44,"I think many people have a negative view of AI based on its environmental impact as well as how it is seemingly washing out the arts. Songwriters, artists, illustrators are being replaced by artificially generated content and that is a bigger concern to me",Negative,AI's effect on creativity and the arts,Environmental impact of AI,,,
db456bcb-2974-432f-872a-f1cba3feba87,I think maybe also a focus on the effects on the whole of society with the advancement of AI. As someone who grew up without the internet I have seen a marked difference in people who grew up with it and how sometimes they have less ability to 'think outside the box'. I worry that AI could have a negative impact on future generations and society who become too dependant on it just for every day thinking!,Neutral,AI's influence on human skills and critical thinking,Societal and cultural impacts of AI adoption,,,
03e6ca84-af63-48d1-a408-f20d96bbea6d,"I think more options to type answers as opposed to answering agree or disagree would provide you with more nuanced answers to use for research. This is because it isn't always that simple, especially when discussing the broader use of AI.",Neutral,Desire for more open-ended survey responses,,,,
2dc608cc-c247-4cff-8730-962357fb1f5a,I think most essential concerns about the use of AI was covered in this survey,Neutral,Other,,,,
ea244f27-b8a2-4aff-9e2f-8dea3df0ddde,I think my main view is that its good to use now and again and can help us free up time do small tasks but it shouldnt be relied ob,Neutral,AI's influence on human skills and critical thinking,,,,
7d115cb5-c3f9-4bf2-a585-71575ff60235,I think people will take time to be convinced by AI as I think mobile technology and social media have shown companies are not that interested in the people using them ,Negative,Corporate interests and profit motives in AI,Trust in AI and its developers,,,
364b513c-c9c1-41b4-af75-929dadae1ad1,"I think some people and governments have exaggerated the risks of AI, it reminds me of the news stories in the 90s when they were saying mobile phones could give you  brain cancer",Negative,AI's future development and unknown risks,Societal and cultural impacts of AI adoption,,,
ad2b4343-0453-4de0-8ce1-cb6a936f7a2f,"I think some questions repeated themselves a few times, but I enjoyed taking part I think it's a generally good topic of conversation as we progress in the world",Positive,Other,,,,
007df845-4b50-4926-83ee-ca797f53d1ea,"I think that AI is great when used correctly, but the risks are still worrying ",Neutral,AI's future development and unknown risks,Ethical concerns and AI regulation,,,
3396ac39-8035-48a4-9136-9086a84e3ab1,I think that I really want to emphasise the privacy aspect. That is the biggest USP for any AI company. Can you make me confident you're not abusing my data? That is what I'd like to emphasise. ,Neutral,Data privacy and security,,,,
3bc9a1f5-f3b3-4850-b9a2-bc36664de899,I think that it is important that the world doesnt go in a way that means someone has no choice other than to use ai. I think those that don't want to use it should be free to continue living their lives without being hindered.,Neutral,AI accessibility and the digital divide,AI's influence on autonomy and decision-making,,,
b1ffe562-75c1-4468-acf8-98635385b870,"I think that where you had comments from other people, that you wanted a very black and white answer.  I think we are too early for that and it would have been better to ask which one you preferred or have a middle answer. 

I know you want a simple yes/no answer, but at the moment we don't know enough to give you such a definitive answer to all your questions.",Neutral,Desire for more open-ended survey responses,,,,
df2f12e5-646c-40f9-98a3-576f20a0cbe5,I think the aspect of how an AI should appear is an important one. Do we want it to be a human avatar or to look like a robot or to be simply text? That would be an interesting area of discussion.,Neutral,Other,,,,
28516bd0-894a-4441-8587-2f6815670f83,I think the consequences of AI on the jobs market is going to be huge and very little is being said about it. ,Negative,Job loss and employment impacts of AI,,,,
775a7c21-bf0b-4e4d-ba12-8135cbb019f2,I think the future of AI is exciting.  There is still a lot of fear in the world and a lot of work needs to be done to alleviate that.,Neutral,AI's future development and unknown risks,,,,
34aeb2db-9325-4830-b71c-0c656a4dbd0b,I think the main points (accuracy/ trust etc) were covered :),Positive,Other,,,,
64b269c0-6a31-44c0-9027-09356e6e39d4,"I think the most exciting aspect of AI is its use in a medical setting, ie, detecting cancers. ",Neutral,AI's role in healthcare and medical decisions,,,,
472d0722-2916-4dd4-9501-24cec56f1100,I think the survey has been comprehensive. Good work.,Positive,Other,,,,
a81d6daf-5f54-46b7-ad4c-2d57dc604de5,I think the survey was excellent and covered all aspects of peoples opinions on AI both their positive opinions and -ones.It dealt with issues and they have now and also ones in the future.,Positive,Other,,,,
9f12fe25-aecc-4b9f-bbec-861c5b633265,I think the survey was quite comprehensive in what it asked and also quite thought provoking.,Positive,Other,,,,
16d14218-9c4a-43bd-a541-12831bd73847,I think there are real benefits of AI in specific contexts but the threats are large and real in a lot of areas ,Neutral,AI's future development and unknown risks,,,,
bbe608e7-6a32-4113-8452-b98f670f2a04,"I think there should be laws put in place to limit the use of AI in certain areas and favour human workers. For example, so much graphic design is now done by companies freely with AI while human graphic artists struggle to find work. This will undoubtedly spread into music, journalism and perhaps even healthcare.",Neutral,AI's effect on creativity and the arts,AI's role in healthcare and medical decisions,Ethical concerns and AI regulation,Job loss and employment impacts of AI,
38b32d2e-a82b-4ba3-8d4b-06a702386b5f,I think there should be more regulation of AI by governments,Neutral,Ethical concerns and AI regulation,Government oversight and global governance of AI,,,
7ebd8b8c-17f9-4973-a0d5-41533186de89,I think this survey has included all the important points regarding AI tools. ,Neutral,Other,,,,
208aa344-6b59-491d-9033-2b32a954c713,I think we covered everything. I'm very open to AI but at the same time i'm waiting to see how it evolves as well whilst trying to keep up with learning about it as well. ,Neutral,AI's future development and unknown risks,Other,,,
d58d943a-c72d-4799-8af3-638424a4291a,I think we have to be careful that we don't rely too much on AI,Neutral,AI's influence on human skills and critical thinking,,,,
bbc4f8cc-e62c-4b1a-b68b-306b0cd11660,"I think you have covered it all very well, very good study",Positive,Other,,,,
4eb5aafb-9c5f-487a-860a-d2b28c28ba26,"I very much enjoyed completing this survey, it gave good multiple choice answers that made me ponder before answering. ",Positive,Other,,,,
dae9b5d5-7e14-48cc-a9f3-17d59e6af82d,"I was dubious about AI unti I started using it myself and am now impressed and astounded as to how helpful they can be, when correctly monitored",Positive,AI's use in customer service and daily life,Human-AI collaboration and maintaining human control,,,
97317cf9-b79e-4b88-a77c-8fe6d1593987,"I was pleased to participate in this Study. AI is a rapidly developing part of our society and is extremely helpful in many ways.  It is the way forward.  I answered all questions to the very best of my ability although I acknowledge that my knowledge of AI is, at this stage, really quite limited.  I wish you much success in your Research.",Positive,Other,,,,
62365e23-d8cd-4c47-8d61-f7a5535c5318,I was so unsure about wether to trust these AI apps or not ,Neutral,Trust in AI and its developers,,,,
26244c6b-50bd-450f-9429-7dc146cf646b,I was unsure of the range of AI interventions being considered. I don't  yet have enough broad experience of using AI,Neutral,Need for more public education about AI,,,,
08e44c48-a91a-4d96-a4ff-886f9258be15,I wasn't given the option of NOT having an AI assistant,Negative,Desire for more open-ended survey responses,,,,
782a6e62-54ff-4d4a-88ba-35ddb158988e,I worry about how much an AI subscription will cost once we have all become dependent on them. As with smart phones etc.,Neutral,Cost and affordability of AI services,,,,
af210054-37e7-4342-8dc2-894edda7c77f,I worry about human creativity loss and dependency on AI,Negative,AI's effect on creativity and the arts,AI's influence on human skills and critical thinking,,,
ab2e0c76-5f7e-49a9-9927-8e5b1d9b9040,I worry that AI could become too powerful and ultimately have a negative impact on human lives,Negative,AI's future development and unknown risks,,,,
94fc0cfa-2bc6-4694-a2ce-58717663f9b3,"I would add that beyond accuracy and transparency, emotional sensitivity and cultural awareness are important for AI assistants. Sometimes, tone and empathy matter just as much as facts. It would also help if AI companies prioritized reducing bias, promoting inclusivity, and addressing the environmental impact of AI use, since these areas affect long term trust and responsible adoption.
",Neutral,"AI bias, fairness, and inclusivity",Environmental impact of AI,Inclusivity for all ages and abilities in AI design,Societal and cultural impacts of AI adoption,Trust in AI and its developers
b731b616-12a2-483f-af41-9aaf50398d73,I would have appreciated more opportunity to free type my answers and given more open responses,Negative,Desire for more open-ended survey responses,,,,
814e3294-90a6-418e-b6a5-81014eeb7ace,"I would have liked some background on what ai systems are currently in use and how they are used


Or a link to where I can find the data",Neutral,Need for more public education about AI,,,,
00e49964-9d9f-40eb-b450-87e5e60a2d16,I would have liked to be given the opportunity to leave more comments. Also to talk about the ethics of AI use especially by governments.,Neutral,Desire for more open-ended survey responses,Ethical concerns and AI regulation,Government oversight and global governance of AI,,
c212b7fa-6a8f-450e-a309-461a66379f17,I would like to have the ability to remove everything Chatgpt knows about me. This would give me peace of mind as I think i have given too many personal details in the past.,Neutral,Data privacy and security,,,,
fc00d828-b88a-4af6-9439-1a16346f6e32,I would love to know more about the intended capabillities I think these are exciting times,Positive,AI's future development and unknown risks,,,,
5c2e83a3-898e-4591-b490-0112f620db18,I would’ve appreciated a few more options for open ended answers over yes and no’s,Neutral,Desire for more open-ended survey responses,,,,
68c35f2b-4c0d-4275-a865-616048ef57fd,"I'd be concerned the AI would act in the interests of something else (such as saving costs, getting an easy solution than acting in the family's best interests. I wasn't able to state this when answering questions further up. ",Negative,AI's influence on autonomy and decision-making,Human-AI collaboration and maintaining human control,,,
f6c47e7f-32f9-4580-b040-1ec6f7d48cff,I'd like to know what governance there is in the UK over AI,Neutral,Government oversight and global governance of AI,,,,
85f8f7d8-39c0-451e-861b-d960105bc95c,"I'm mostly feeling cynical about AI so far. Like I mentioned earlier, I'm seeing young people use it basically to help them cheat. Too much AI usage at the moment its like that. It's not helping them and it won't be good for humanity!",Negative,AI's influence on human skills and critical thinking,AI's use in education and academic integrity,Societal and cultural impacts of AI adoption,,
98e9cc25-a5a1-4542-be13-390ea44fc26d,IT was ok,Neutral,Other,,,,
c5b147f5-207b-4b2a-ad76-4c9a80cb59d6,If the health AI warned users that it was not a substitute for a medical professional.,Negative,AI's role in healthcare and medical decisions,,,,
a5c3829e-92f7-4095-a666-296eaa7b7d9a,Im using AI more and more on a daily basis and this is basically since the start of 2025. I am impressed.  Menial tasks should be taken over by AI and humans should be given a wage from that work. ,Neutral,AI's use in customer service and daily life,Job loss and employment impacts of AI,,,
ef351d18-aed6-4821-9702-b11d398dda5d,Improvements and when AI will be part of life for everyone. Automated transport.,Neutral,AI's future development and unknown risks,AI's use in customer service and daily life,,,
ea39a96f-73e8-48a1-b6c9-21b965e8c8ba,"In regard to a Health Assistant, I am concerned that there is a lot of bias even within so-called Scientific studies which could impact the validity of responses, depending on which sources are used.",Neutral,"AI bias, fairness, and inclusivity",AI's role in healthcare and medical decisions,,,
4c191264-2ab8-4c4f-a73b-041489be509b,"In the location drop-down at the beginning, you left out the South West of England so I chose ""prefer not to say"".",Neutral,Other,,,,
7ccb91fb-04ef-451b-9d67-ed3bc040b79c,It assumed that I’m working and didn’t give me the option to state that I’m not.,Negative,Other,,,,
2a160d06-3698-4aa2-8e24-bf25dc506f20,"It covered most of the important points, but I’d like to see more about how AI assistants handle mistakes and how they make sure users stay in control.",Neutral,"AI's limitations, errors, and reliability",Human-AI collaboration and maintaining human control,,,
adbd8e88-e520-4338-93dc-ca2a025543a5,It covered the personal assistant use for AI well. ,Neutral,Other,,,,
35086448-5723-4b6a-bb1a-cfa3cb1fa119,It has been very helpful to me recently over a personal matter. Not only offering good advice about an upcoming court case but suitably rewording things to make them sound better. But I feel it’s given me more emotional support than my own family!,Positive,AI's effect on human relationships and social connection,AI's impact on mental health and wellbeing,AI's use in customer service and daily life,,
8ca99e29-7588-4492-8118-289a2c64eb86,It is a scary thought that AI is real,Negative,Societal and cultural impacts of AI adoption,,,,
a49af26e-54b8-4287-8e5c-8d04d57701f8,It is sometimes difficult to know whether or not one is using AI in daily life,Neutral,AI's use in customer service and daily life,,,,
d21efcab-10e8-4065-bd4f-b7712febc2ea,It is still early days for AI based services making it difficult to give feedback on things that are immature and lacking in real world use over an extended period,Negative,AI's future development and unknown risks,"AI's limitations, errors, and reliability",,,
8916bb19-cdca-488d-b87f-fdefba04446e,It was a really interesting and thought provoking survey. The only suggestion I would make would be to allow a little more responses in free form text.,Positive,Desire for more open-ended survey responses,,,,
2a4c7373-a6df-412b-9a25-8c804a606e42,"It was a really interesting survey. I suppose the main thing is independence of personalised AI agent and the company creating the agent: I would prefer it if once I purchase the agent, then there is a brick wall between the company and my agent. ",Neutral,AI's influence on autonomy and decision-making,Transparency and accountability of AI companies,,,
862d7047-6234-40b8-b08b-84c17dfead0a,"It was a very good survey, very interesting and very well presented.",Positive,Other,,,,
8c516369-4b3a-4943-9083-327e95bb01a5,"It was a very interesting insight to AI and how I feel about, it really made me think about how I would like the AI to perform and what information I am happy for it to have about me. Thank you.",Positive,AI's influence on autonomy and decision-making,Data privacy and security,,,
f94e25e8-86fd-43dc-a351-fc675f4a9ce1,It was centred around a medical/health AI system and this didn't explore financial or other aspects of everyday life. Even down to entertainment and socialising. Maybe such a survey would be too large and unwieldy to cover all such things in one try.,Neutral,AI's effect on human relationships and social connection,AI's use in customer service and daily life,Cost and affordability of AI services,Other,
fbbb1935-fd3c-4a1c-b7a4-1b4764bb39d4,It was one of the more interesting ones I have done on Prolific and made me think a bit more about the topics it covered.,Positive,Other,,,,
adc03713-061b-4be9-beaa-eb7aef5ca759,"It was really an overview, more depth would take a long time ",Neutral,Desire for more open-ended survey responses,,,,
4ccc18a2-2391-41fc-aa93-70cc025e3c6b,"It was slightly ironic that an AI was asking questions on behalf of their AI community. Interesting and thought provoking situation. But never the less very interesting to be part of. I would love to be part of any follow up if that wows planned, primarily based upon how different people’s answers affected the results that you will analyse and digest for future steps forward. More importantly if there were trail runs for the Wellbeing app.",Neutral,Other,,,,
8b60ce8f-7181-4e93-b60c-eb18c5fc5132,It would have been helpful to touch more on the underlying ethics in respect of ai development.,Neutral,Ethical concerns and AI regulation,,,,
e384261b-df56-40f8-9b52-47f192e30e53,"It would have been nice to add additional comments to some questions or have more choices like, ""I'm not sure"" on more of the questions or a sliding scale for more nuanced expression. ",Neutral,Desire for more open-ended survey responses,,,,
dfd19a0d-96f0-4df6-bc48-f785f7f4d62b,"It would have to work for all members of the community, elderly, young and disabled not just wealthy people who could easily afford it. ",Negative,AI accessibility and the digital divide,"AI bias, fairness, and inclusivity",Cost and affordability of AI services,Inclusivity for all ages and abilities in AI design,
756aadb7-daf7-4132-b7c5-be19945fa7a6,"It's a crucial topic. I'm glad to see it being studied. I feel the questions covered mostly how I feel, both optimistically and pessimistically. Gigantic potential for good and bad.",Neutral,AI's future development and unknown risks,,,,
7aa27d2b-8eb2-44c8-b424-71ce93777cb2,Its more to do with how large corporations will use AI and the impact that will have on society,Neutral,Corporate interests and profit motives in AI,Societal and cultural impacts of AI adoption,,,
8ee7b575-e53c-45ac-b873-d63b81dfb87b,It’s a real shame that AI has taken the jobs of many creators such as graphic designers ,Negative,AI's effect on creativity and the arts,Job loss and employment impacts of AI,,,
f91bd113-dd97-4580-b0ab-8e4ea685f892,It’s such a complex issue and these questions were very thought provoking. I’m aware that I sometimes contradicted myself but that’s because my feelings are so complicated!,Neutral,Other,,,,
4af69b0d-16a0-4e59-ae33-09c15cf450fd,"Ive got big concerns about ai, we're deskilling ourselves by allowing technology to do everything for us. Im worried this takes away our interactuon with people's if we allow machines to do everything for us, surely this is more isolating for society and we are constantly losing human connection and origial though / problem solving skills /critical thinking skills",Neutral,AI's effect on human relationships and social connection,AI's influence on human skills and critical thinking,Concerns about AI replacing human interaction,Societal and cultural impacts of AI adoption,
10d9dac4-f771-4079-a82c-6a78bb633b95,Ive nothing to add,Neutral,Other,,,,
ba338c89-3197-4113-869a-144190ff7bbe,"I’d say a little bit more of a focus on work / employment would have been great, as there are a lot of strong, differing views on this",Neutral,Job loss and employment impacts of AI,,,,
b09b3023-7094-4083-bc1f-04733775a2e9,"Just feelings about why this is all necessary. What is it that AI will do that I cannot do myself? I can review information, make decisions, take action - why would I need a machine to do this?",Neutral,AI's influence on autonomy and decision-making,Human-AI collaboration and maintaining human control,,,
6e9eb3c4-ae28-4315-8ce6-2932c5fe7343,Just more areas to express concerns about the technology used would I think have been appropriate. I felt that some of the response areas were a bit limited ,Neutral,Desire for more open-ended survey responses,,,,
3aa389e7-5b10-47d0-999e-b48f2eb73bc3,Just more importance of what AI can bring to the table. I also feel that some jobs should be protected by AI because we want to protect the freedom of creativity,Neutral,AI's effect on creativity and the arts,Job loss and employment impacts of AI,,,
f5347d3a-d47b-40d9-93bb-1b69e71c0bd8,"Just that I am aware that I have a lot of ignorance about this topic, and the complexity of it seems quite overwhelming.",Negative,Other,,,,
fb53c890-c4bb-4614-aa39-64ade3517f78,Just that I have a more generalised fear about what AI will do in the realms of things we can’t even anticipate- because obviously it will very quickly outstrip us in intelligence. That’s the big worry.,Negative,AI's future development and unknown risks,,,,
ab155284-e1a9-43bd-b718-de9e1529dbc9,Just that it will never replace human logic or emotion.,Neutral,AI's influence on autonomy and decision-making,AI's influence on human skills and critical thinking,,,
757a7f1a-94f4-4a64-847e-c51e73e28600,Lack of human contact wen ai takes over and ai not understanding human requests it seems quite limited at present and not fit for its use often,Negative,AI's effect on human relationships and social connection,"AI's limitations, errors, and reliability",Concerns about AI replacing human interaction,,
85286113-24c8-4bab-9575-7ca5c513f915,Machine are built by humans and most leaders of countries are corrupted and most high up people are in it for themselves so how are we supposed to trust AI when they have been built by corrupt people,Negative,Corporate interests and profit motives in AI,Trust in AI and its developers,,,
4b6995c9-d0db-4bc5-9bb7-63d954e90859,Mainly that regulation is of upmost importance and development is heavily outpacing regulation due to the profit incentive,Neutral,Corporate interests and profit motives in AI,Ethical concerns and AI regulation,Government oversight and global governance of AI,,
6494daeb-ea23-499a-b6fc-7c497fea68cd,Maybe around the ethics of AI and what it all means to not credit people’s work,Negative,AI's effect on creativity and the arts,Ethical concerns and AI regulation,,,
667c3778-75e4-4fd3-b17e-ca12256d6d9b,"Maybe on the environmental impact of using and running ai servers, I think that’s an aspect of increasing ai use that isn’t talked about enough.",Neutral,Environmental impact of AI,,,,
17fec889-9bbd-4b67-b10f-5b5933043ff0,"Mental health and reliance on AI. If someone is vulnerable and isolated an AI chatbot can become a ""companion"" and replace human interaction which is very concerning. The vulnerable are not protected enough from AI influences.",Neutral,AI's impact on mental health and wellbeing,Concerns about AI replacing human interaction,,,
29939d7d-d707-40f7-abf6-9a5b6c6591b4,Misinformation from ai was not covered ,Negative,"AI misinformation, deepfakes, and manipulation",,,,
805cfbb0-4ea0-4020-96b6-e2738ebd34bc,More free text boxes would have been good ,Neutral,Desire for more open-ended survey responses,,,,
5a7c2a05-089d-4079-8c3d-fec8057ad183,More open ended answers,Neutral,Desire for more open-ended survey responses,,,,
d4de96e7-c000-4887-9a74-70a4b11b613c,"My central point, and it applies to all AI-driven experts and mentors, is that I should be the one to determine my best interest, not a software solution. An AI system could infer my best interest over time, but it would not have to hand all the relevant info to know for sure what my best interests were.",Neutral,AI's influence on autonomy and decision-making,Human-AI collaboration and maintaining human control,,,
c7fbc6b7-1421-49fd-bb11-d879bb995369,My experience of customer service chat bots is that they are very basic and limited to set questions which don't usually fit with what I want. I waste time going round in circles trying to get a human to reply to me. ,Negative,"AI's limitations, errors, and reliability",AI's use in customer service and daily life,,,
c450be04-ab2e-4f20-b2f9-89a5fa3729cb,My main concern with AI is if and when it should get this wrong. It hasn't happened yet but what if it was to verify serious fake news that humans have started to spread. This could cause huge issues,Negative,"AI misinformation, deepfakes, and manipulation",,,,
c44c747d-091b-489c-8fa8-59faa2ce5e95,"My opinion ,my job is not the worlds most important and I’m a single man,I hope in years to come AI will evolve into a watchful partner with myself helping to coordinate my life give advice and also more importantly monitoring myself and my house for anything untoward either by other peoples actions or health wise if I had any medical episode.",Neutral,AI's impact on mental health and wellbeing,AI's role in healthcare and medical decisions,AI's use in customer service and daily life,Human-AI collaboration and maintaining human control,
5082ec19-5fe4-4ab3-8b0e-4172e8ad6965,"My real concern is that AI will considerably affect employment in the future.  I belive there has already been some negativity regarding this.  AI could eventually make humans obsolete in the workplace. Human beings may find it less necessary to think for themselves.  Its all very exciting, but it must be kept under control.",Neutral,AI's future development and unknown risks,AI's influence on human skills and critical thinking,Human-AI collaboration and maintaining human control,Job loss and employment impacts of AI,
82218234-b0f0-4506-97fb-f8141fa90193,My region (South West) did not seem to be an option. Sorry if I just missed it,Neutral,Other,,,,
78f1a0b4-f6cc-4e3e-ab13-ea4369bfed7a,"My work cannot be enhanced by AI, so my experience with it is limited.  A video at the start showing AI's current capabilities would be helpful.  I've really only just tinkered with it, so my ability to imagine more detailed scenarios is restricted.",Neutral,Need for more public education about AI,,,,
bc6bd6fa-001e-40e2-a6f8-8a05849850cb,N/A,Neutral,Uninformative answer,,,,
a80ff8b8-ca08-4e8d-9fb8-7504676d27ab,N/A,Neutral,Uninformative answer,,,,
458cdc71-1509-41e9-9631-9ecdca9409d2,N/A,Neutral,Uninformative answer,,,,
b69e9edb-fd91-4a01-96af-33647383410e,N/A,Neutral,Uninformative answer,,,,
67f88297-880c-40d0-8018-1f78e42c3f73,N/A,Neutral,Uninformative answer,,,,
ceb15585-821a-4661-b2cc-e5e1c2cd6f62,N/A,Neutral,Uninformative answer,,,,
8ba782f9-7aa0-4669-b922-8d7e681f712a,N/A,Neutral,Uninformative answer,,,,
b1813efc-3d9e-4454-81e3-7b2cffdada9b,N/A,Neutral,Uninformative answer,,,,
6f4a02d6-7b1a-48d8-962b-16dcd4534db7,N/A,Neutral,Uninformative answer,,,,
5756f645-fef4-4230-a758-c0e4397693ae,N/A,Neutral,Uninformative answer,,,,
dc58d5c4-062e-4e15-85e0-c05a06cb818f,N/A,Neutral,Uninformative answer,,,,
e07f45d0-632d-449c-a0f5-e46bb6d748f3,N/A,Neutral,Uninformative answer,,,,
45a7acd8-f5f5-4fe7-867c-c5f00a5d87aa,N/A,Neutral,Uninformative answer,,,,
1e4647a9-96f7-4460-9012-133fbede2e5d,N/A,Neutral,Uninformative answer,,,,
6c628b95-71a4-43fa-9d46-b82419298977,N/A,Neutral,Uninformative answer,,,,
4e55060c-4eb7-4cdb-96bb-67615cbb1f40,N/A,Neutral,Uninformative answer,,,,
401c9215-eaee-489c-9b76-93db8c2603a5,N/A,Neutral,Uninformative answer,,,,
8f8f91cb-5890-4c4c-9af0-6b59c54a3e8e,N/A,Neutral,Uninformative answer,,,,
6aaeb3f3-568a-49a6-9524-f57c4b38ff50,N/A I think we covered a lot ,Neutral,Other,,,,
05dbbe92-7c35-4a30-9e3b-7e70ac92eba4,N/a,Neutral,Uninformative answer,,,,
c2a1ef97-5b92-4293-995e-b90ad67acfda,N/a,Neutral,Uninformative answer,,,,
5ef9af7b-1684-41e3-b7b0-b73a20da6baf,N/a I really enjoyed reflecting on my AI experiences!,Positive,Other,,,,
444ef59e-cd31-4044-881c-38a277757951,NA,Neutral,Uninformative answer,,,,
e92b1eba-2cc1-4deb-91a3-ef01dc66c6e6,NA,Neutral,Uninformative answer,,,,
78b392e7-93be-4a90-bdf2-6c3f8c63d512,NO,Negative,Other,,,,
71e88329-488c-4bdd-8385-b9888b10116a,"NO, good questionaire",Negative,Other,,,,
1384f86b-b06f-4b4c-b735-59c7cdb9e704,Ni,Neutral,Uninformative answer,,,,
06436046-dce9-4645-aa02-ffc693418a65,"Nil, all is good!",Positive,Other,,,,
29643e50-3752-41f8-9a49-5bffb7c9c76b,No,Negative,Other,,,,
20bf79d7-a218-4823-be20-9d8c252cfe74,No,Negative,Other,,,,
0e195e35-80bb-41be-abfb-c34386c2a70e,No,Negative,Other,,,,
76a7898c-0c60-4602-a61b-aa2dbe4c9898,No,Negative,Other,,,,
b14805b9-e107-4665-9759-bcdbad8c4d3c,No,Negative,Other,,,,
f1641829-1306-4cd9-84fc-9055cb898b9e,No,Negative,Other,,,,
a06b29bf-fcd2-4eb7-b9bd-d641054daa7d,No,Negative,Other,,,,
e9503ff8-868d-4372-8802-7e5bbbcfce26,No,Negative,Other,,,,
f2434a68-809c-4f41-bf34-d8465dcc15e7,No,Negative,Other,,,,
a487aa20-5828-42f5-8607-86132ca8fa95,No,Negative,Other,,,,
03318d5c-a8f9-46f7-ba2e-dbf4b9fed545,No,Negative,Other,,,,
c4c143a2-5077-43fb-9fdd-7601e2830025,No,Negative,Other,,,,
4315bf2a-e527-41fe-9b3c-5466d037c5f9,No,Negative,Other,,,,
d81d3dcd-0834-4d58-85aa-84095e53fef1,No,Negative,Other,,,,
338de8b1-d3ae-42a5-bb7f-21010c5a2ee9,No,Negative,Other,,,,
09418567-f2c7-4bf5-8d1a-faddd9412ea7,No,Negative,Other,,,,
dea8e64f-8c07-4bd8-a71e-cc431a35f818,No,Negative,Other,,,,
6a1d38b0-18f5-4e89-bce1-fc2bda7e2adb,No,Negative,Other,,,,
fa23dff3-a58d-473a-bc54-f442eafb01d5,No,Negative,Other,,,,
49763eff-1fb0-45d7-abbd-0aedd13af33b,No,Negative,Other,,,,
3481290e-88e0-42a1-8364-09d0b7caf9a2,No,Negative,Other,,,,
15b7810c-262c-4fd5-8dca-be3eae49c054,No,Negative,Other,,,,
0e1319bb-1023-4d9b-a26c-f20a0aa9bbe7,No,Negative,Other,,,,
6d7d235d-51be-427e-8585-2b653c06b44b,No,Negative,Other,,,,
a9d79497-b58f-47b4-909b-d0a41abf9bea,No,Negative,Other,,,,
eacfdc8f-2fa5-4e5b-b8a9-5ae9d13fccc0,No,Negative,Other,,,,
a92f9632-669d-4160-9b3e-aacb9ad605af,No,Negative,Other,,,,
13b23be6-e644-4ec7-a321-04c1b696846d,No,Negative,Other,,,,
9de2660d-68b2-47ff-aab8-849668884fe9,No,Negative,Other,,,,
4ea0ebb5-8de9-4ff9-a42d-a75b4a8179b6,No,Negative,Other,,,,
34d751dd-5cef-4762-8260-6174177e1967,No,Negative,Other,,,,
143071bf-2824-4c62-87fa-ca8327aa88d4,No,Negative,Other,,,,
9483b606-5612-4055-a94e-a82e03f0d58c,No,Negative,Other,,,,
06db4db1-ccc1-43ac-a033-3bf382857d45,No,Negative,Other,,,,
0c8a1828-98e9-4edb-bf9b-d86b211d91e2,No,Negative,Other,,,,
94a0c706-aa03-4161-b6df-ca6b8c9cc0be,No,Negative,Other,,,,
cfb0eb0b-00bd-48b9-9e36-9e800e81c777,No,Negative,Other,,,,
a7f2b4f9-0cac-4e8e-b4e6-70112da2f804,No,Negative,Other,,,,
b00dfb4f-48e8-48fb-865d-451057de4c3c,No,Negative,Other,,,,
34644893-49f6-421b-a0e8-31bfd596f504,No,Negative,Other,,,,
527be626-1201-4845-ac8a-8f3c343b17f0,No,Negative,Other,,,,
4d90f79b-2a11-4566-9fd3-46a37495ee9e,No,Negative,Uninformative answer,,,,
764534b3-a998-49f9-9610-b45254d18405,No,Negative,Uninformative answer,,,,
0002747e-12c5-4666-a23b-fd3cd0ffd1b8,No,Negative,Uninformative answer,,,,
eaa23a9d-7c25-4d47-acdb-3d00c2b1bd6c,No,Negative,Uninformative answer,,,,
482e517c-3463-419d-b62b-e08e257212e3,No,Negative,Uninformative answer,,,,
b5fa0270-85e0-4a1b-bd80-2b291149537d,No,Negative,Uninformative answer,,,,
b6794080-3ad5-4cdc-afe4-5aa8cbf6e31b,No,Negative,Uninformative answer,,,,
65276c1c-6ccd-48e9-8e23-f9c5d4486bb4,No,Negative,Uninformative answer,,,,
35a2aca7-f229-4d7b-9209-3d3438b0ca0f,No,Negative,Uninformative answer,,,,
f84b3fa1-aa74-4cb8-9db5-fe079fd6fc28,No,Negative,Other,,,,
4929b5a1-d8f1-445c-a32e-e85b9e19d20b,No,Negative,Other,,,,
ba9902d1-a3b2-42b7-9015-4d545c9711ad,No,Negative,Other,,,,
9273da3d-69fb-4203-bb96-ef8764855a90,No,Negative,Other,,,,
88fd7a58-2a7b-4381-a1ab-4f3c8d180f9a,No,Negative,Other,,,,
851b2d8a-a29a-4797-843f-69412fe9224f,No,Negative,Other,,,,
4ba6d0d8-deb1-4421-a2a2-e5e33d5c0939,No,Negative,Other,,,,
338a1cca-8618-4e94-82f5-7a35a6445ddd,No,Negative,Other,,,,
ebb46882-f1bd-44f8-94ef-fd031bdf0e46,No,Negative,Other,,,,
c86ea89e-ce6d-46ae-8caf-7ef304f7f182,No,Negative,Other,,,,
bbd14998-1ccf-40f0-ab1c-6822bf969301,No,Negative,Uninformative answer,,,,
d5521a4d-c764-472d-b937-60ef78c9fe15,No,Negative,Uninformative answer,,,,
