Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
237f1af0-71ec-43a0-8d00-0d65bed058c0,5d47082d-5f54-4970-acd4-5909eab2f3a4,Not at the moment,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,487b6923-dbd4-4c72-91ce-b653f0b829ff,Not at the moment,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,81295ade-4b0c-4b4a-a91c-97db17ad39f1,Not at this time,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,a6329877-a2ef-4f17-9cad-c4ca27e4257c,Not at this time,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,0d76c522-80e4-4153-a3ab-a817b97efd46,Not at this time,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,57ab4773-bfc8-4c97-94e5-41ff9e2dc70d,Not at this time.,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,0337fa30-db46-4bcf-a4dd-d43d0b6c0663,Not at this time.,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,33e69bf4-ca31-4262-983b-950122299941,Not at this time. ,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,a7a479cc-a312-4795-945f-9491560e2bfa,"Not exactly, just some questions were closed, where there could have been expansion.",Neutral,Desire for more open-ended survey responses,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,cd0e4a52-25ef-47c8-9f98-5d82ce651279,Not explicitly just more about keeping a boundary between ai and its better for it to be automated and indirect,Neutral,Human-AI collaboration and maintaining human control,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,3d751a32-5588-47cf-8d69-b3d3ffc1830e,Not really,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,abb6c5a9-e7b5-498a-ab73-82113deeae8d,Not really,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,acd64d44-d1c5-4db6-9cfa-2fc15cfdf78f,Not really! I feel like I was able to say anything I needed to. Thank you for letting me take part :),Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,22389086-1c78-4c0f-83d3-65c13d4a0eca,"Not really, I enjoyed it and got me thinking. I am really looking forward to AI use in the future personally and am excited to see where it goes.",Positive,AI's future development and unknown risks,Other,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,db4fd2bc-ca36-4cfb-861c-d93710c5239d,Not really.,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,ca31b878-34fd-46bc-a5f1-d9d92f2eca9c,Not really. ,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,7285c6a3-9ce0-45f6-81a9-03c2282caa24,Not really. AI is becoming more and more apparent in our lives. There’s an inevitability about it that is a little worrying. I would expect there to be clear laws in place to control data sharing etc. I would hope for greater transparency over how the system has been developed and how decisions are made. I would want opt out choices for certain decisions or actions.,Neutral,AI's influence on autonomy and decision-making,Data privacy and security,Ethical concerns and AI regulation,Transparency and accountability of AI companies,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,60a522cd-1b5b-494a-8012-e4ef99897763,"Not really. I feel you have covered most things regarding AI. It is a new thing and can be fun to use for planning days out or looking for vouchers. For more serious things I feel you have to use it alongside human help. I am not fully trusting to use an AI view when it come to my families health . I would probably use it initially then seek further help from actual humans.

Interesting study though",Neutral,AI's role in healthcare and medical decisions,AI's use in customer service and daily life,Trust in AI and its developers,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,49148d50-5877-416e-8afb-bbbc962ab69f,"Not really. I think the most important topics have been considered for the moment, but maybe in the near futur,e there will be more topics to explore",Neutral,AI's future development and unknown risks,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,47a8ca1c-812c-4e50-9d2f-344c2218c5d1,Not really. I’m disappointed there were so many spelling errors in the survey ,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,77d93bc9-0375-41e2-b968-5a918cebdb06,Not sure - maybe more open questions so I can get more opinions across but can’t think of anything specific.,Neutral,Desire for more open-ended survey responses,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,63a21a1c-8b9f-41cf-9cd4-109054962867,Not that I can remember ,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,00aff309-2e74-4a33-a772-dce06acb4b2d,Not that I can think of,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2191ac10-19ac-47af-bc42-0fc0df57fae8,Not that I can think of ,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,56fd6d31-90a5-4e0a-9ea5-d8c9c79e38f6,"Not that I can think of but I enjoyed doing the survey, thanks.",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,4c7cb5fe-0cc5-476b-aded-7227fb25d903,Not that I can think of off the top of my head.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,64224689-ba33-4c32-b01e-ed2d40f33bac,"Not to do with the contents, but for the location question I think that South West UK was missing from the options",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,469a3b56-d1e9-4e2c-bdb8-d7aae96d856d,Nothing,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,001632c0-163a-4eec-b522-dcfff42cc1d2,Nothing,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,b6ab23d1-c685-4b7d-b1b1-ed2d138dc53e,Nothing,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,41e736ee-7562-4d6e-a090-e44905d0015a,Nothing,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,13e73ea7-a0e4-4a1f-b88d-89ec8bca3063,Nothing,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,7496a357-b858-423d-ba0c-12047dcd3b12,Nothing ,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,19b09ce1-e03a-4622-b9e2-dd21c10075bc,Nothing ,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,cfd735dd-bde5-4fef-acff-f219a5da29c5,Nothing I can think of ,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2fb66351-f165-4575-8670-6add3629ea50,Nothing I can think of at this time,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,f2c086bd-738b-47d8-afe4-c374226a721e,Nothing I can think of. Thank you.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,d5afb418-6155-4f03-8baa-da8a1f1da386,Nothing I can think of. We obviously aren't going to turn time back so I'll just become more of technological dinosaur as the years roll by.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,cb44a66e-9f4d-48eb-afba-34ece12189d4,Nothing I found it very thought provoking,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,3658dc1c-6c8a-462a-a0e1-9fadb0e59859,Nothing at all ,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,6148bf18-4552-436d-9745-7bd3a13598dd,Nothing at the moment. ,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,362ef6c3-43e5-4919-89d8-a419db2425d0,Nothing comes to mind,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,132b7f36-cb3d-45ad-8f6c-76196e380945,Nothing comes to mind,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,00707124-4c4a-4e63-bb45-2051ab889f4d,Nothing comes to mind. ,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,aa710f5b-eafc-41b6-aa36-9bf86de484e8,Nothing else,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,485a8639-5b5a-4eed-8a9a-51f82dff7282,Nothing else,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,9182d3e2-d056-4c45-b183-9af469d7e32c,Nothing else,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,ac4e0d23-23a0-4d71-9543-fcc2cf075562,Nothing else,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,766e9a15-a563-4f66-ad68-f966d9c15c59,Nothing else,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,bd4e62bb-b2a6-49ce-bec3-9098e1ad4fbd,Nothing else,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,93b93df5-8fce-4d07-a6f3-24545aa0406d,Nothing else,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,1cd2410c-58be-472b-87fd-3b3e9ea89d5e,Nothing else - thank you for the survey,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,8d03d61c-0932-46cd-8e3b-35615824f8da,Nothing else :),Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,c0988b84-d404-4150-aee2-2f526601fb71,Nothing else thank you ,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,67b418a0-eace-4f04-990c-e94a824ed6e0,Nothing else that I'd like to add.,Positive,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,354a50dc-3cee-4ff5-88c6-c6dbcdbf80ef,Nothing else to add thank you.,Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,20bb68c4-27e6-48f6-97ab-00fa599fd50e,"Nothing else to add, thank you",Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,792ce058-6ef9-410a-bc26-02300654c7b2,Nothing else to add.,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,d4858464-d5fe-49a3-86b6-48889fecd5a3,Nothing else to say,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,571f6d7d-f9f3-4df5-adc4-3dbc4cbfb2d7,"Nothing else, thank you!",Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,1701f252-3603-48c5-8020-a9ccd8159832,Nothing else.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,56212c3c-3e16-4a27-b973-70faf58dc945,Nothing else. Thank you,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,7e8208bf-4448-4c2d-a25e-5e2616109ce8,"Nothing extra,it was a very in depth survey and gave a slight insight as to what AI is all about.",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,1a16c2f5-e117-45aa-8102-0ea9181b66c8,Nothing for now.,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,d20a2c12-13e8-4ce6-aa2d-074fa20345ff,Nothing further to add,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,9c7fa6f7-a709-48ee-91c1-2bbc4bde53f1,"Nothing further to add, thanks.",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,ad9a4e56-051b-43e6-b1c8-9a5f50965ed4,Nothing further to add.,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,18912754-1669-4f5c-8703-a2aa70e61acf,Nothing immediately comes to mind.  ,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,0ae0aa96-7f47-433d-baff-9dfd7e300d0c,"Nothing in general to think of, I believe I was given an adequate  amount of area and response time.",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2a7449ed-d69c-4b17-8c62-3c3ea2f53ced,"Nothing in particular, which does sound contradictory but I felt like some of the wording made AI sound human like like it has feelings ",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,97ad2efc-08ee-4c11-8f6b-e3cd3b500df2,Nothing more to share,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,e989f676-67e2-4f5c-8b62-8d07e02a90cd,Nothing much ,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,905f8e8d-f8e2-4edb-8ad3-3bdf581d7956,Nothing specific,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,35baf671-513e-4aa8-9baa-a785885402ae,Nothing specific. ,Negative,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,209a68b2-1c8c-4119-95c4-da23de813d4e,Nothing specifically but the conversation was more choice driven. Having an actual conversation may have lead to more natural discussion and more detailed answers.,Neutral,Desire for more open-ended survey responses,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,e7e590ff-2b00-4484-9a25-024e2c27812a,Nothing springs to mind.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2ee15d5f-11d7-4ef5-89e0-d24df178ea5a,Nothing thank you ,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,0849c868-ccbc-43d4-bc70-6ee7bcea1542,"Nothing thank you.

It would be interesting to have access to information/traing as to how these systems work and could be used for those of us who are older and not so familiar with technology.",Neutral,Inclusivity for all ages and abilities in AI design,Need for more public education about AI,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,955259f6-d79b-4101-b922-246158768407,Nothing thanks. I enjoyed this conversation.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,03e6f7cf-c671-4f04-b4b7-7d79638ef7d9,Nothing thankyou,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,4487a7a6-3ab6-4a85-a8d6-454aeeb7e526,Nothing that I can think of.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,20185764-79e5-446b-b57d-6f470908219f,Nothing to add,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,5d79a91c-d6d7-4c9b-9c1e-004eb93b8d29,Nothing to add.,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,d8c5da33-5b1e-4bd9-8f50-593627b14d36,Nothing to add. ,Neutral,Uninformative answer,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,04bb0578-33cd-41f4-a953-b26ca0d07e48,Nothing to add. Interesting survey with a lot of food for further thought.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,930f5c72-ecc6-4068-9bfa-7dc648336724,Nothing to add. It was interesting and gave me lots to think about that I hadn’t already thought about ,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,fe3a09b9-7e8c-4818-b56f-4161af023c7e,"Nothing, thank you. ",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2e346114-94da-4f55-a2f0-9d25d6a8892f,Nothing.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,d4f3bd04-9c0c-42b8-89f5-381d96c730e4,"Nothing. Greay survey, very interesting.",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,8d966169-8394-44a5-b47c-ac3da533f407,One area not covered is the energy and water used by the data centers that run the AI models. The environmental cost of running AI on such a large scale could outweigh the benefits that AI could bring. The data centers that run the AI models could cause climate change and harm us all in the long terms.,Neutral,Environmental impact of AI,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,a0917ff9-088d-487e-8b53-ee07f70d1042,One of my worries with AI is younger generations using it for their school work and therefore not learning and learning how to critically think.,Neutral,AI's influence on human skills and critical thinking,AI's use in education and academic integrity,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,8be44eb4-0c28-4c47-9644-df57ed94b0b2,"Only that I am the person who lost my job because it was taken over by AI - I was a freelance writer and my main client chose to use AI instead of me! So I had very negative views initially, but based on my own use of AI, I am coming round....",Neutral,Job loss and employment impacts of AI,Other,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2a1860d6-9318-495d-bbe5-232ca14499c0,"Only that I read yesterday that the builder of AI, the godfather is really worried about it and I think it should be looked into.",Neutral,AI's future development and unknown risks,Ethical concerns and AI regulation,Trust in AI and its developers,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,da3220f6-e7bc-481f-826d-540f4c67fa66,Only that an assumption of employment was made during the survey. It did not allow for responses from retired people and how AI could be more beneficial to them. ,Neutral,"AI bias, fairness, and inclusivity",Inclusivity for all ages and abilities in AI design,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,52e3a213-b94e-4ba3-b94f-486bd2a57138,Only that there was not an option at the beginning to say I live in the south west (it was not on the list) so I had to put that I live in another part of the UK,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,68893cd0-0d1e-4474-b2a4-f597786f13e5,"Overall I think AI can work really well in some aspects of life, however human interaction is needed for other aspects and we cannot solely rely on AI bots ",Neutral,Concerns about AI replacing human interaction,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,ea91da38-f3d4-48f1-82b4-55b3945fff5d,"Ownership of the AI companies is a really key point in terms of trust. Any AI will do what it is programmed to do, and control is too centralised - that is where the risk lies. ",Neutral,Corporate interests and profit motives in AI,Transparency and accountability of AI companies,Trust in AI and its developers,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,8ec0d364-5c0c-490b-bc74-05e59e3b7736,Perhaps AI can be used to stop the migrants crossing the Channel. ,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,e5d507be-3c3c-488b-b2f1-138c9a32306f,Perhaps a little historic background to how AI was initially conceived and developed.,Neutral,AI's future development and unknown risks,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,96e96edd-3923-4616-a2ef-9a02e6bfb4dc,Perhaps a short explanation for other uses of AI (unless this was explicitly about chatbots),Neutral,Need for more public education about AI,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,ee678681-7d1c-4144-a137-39d6706730ed,Perhaps to do with adverse mental health impacts,Neutral,AI's impact on mental health and wellbeing,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,9cfb37fb-1d3b-4b5c-9a98-78202c379193,"Perhaps what exactly the AI would have access to, like our bank account or health records ",Neutral,Data privacy and security,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,d2b7fc0c-6344-40c8-bc6d-3296e99cbb26,Potential risks from hackers ,Neutral,AI's future development and unknown risks,Data privacy and security,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,eb52240c-83d8-448d-a08d-c7321c023103,Potentially manipulation. Eg health AI pushing for appointment and meds to benefit the industry ,Neutral,"AI misinformation, deepfakes, and manipulation",Corporate interests and profit motives in AI,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,a35239a4-8b12-4866-8a17-5dba2e965239,"Protection against AI produced by bad actors. 

The possibility of unintended consequences and how they should be dealt with 

Regulation and Limitation of AI power",Neutral,AI's future development and unknown risks,Ethical concerns and AI regulation,Government oversight and global governance of AI,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,b420df14-bf36-4dc9-a1b2-85d7cd9a2517,Questions about ethics and regulation. AI companies are private and acting in their own interests. They cannot be trusted to do things correctly. Also questions about peoples understanding of the environmental impact of AI.,Neutral,Corporate interests and profit motives in AI,Environmental impact of AI,Ethical concerns and AI regulation,Transparency and accountability of AI companies,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2469a80a-de1a-4767-b95a-dbdd895e1ca8,Really enjoyed giving my opinion.  Hope it helps.,Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,0547b435-d38c-4be7-b749-78e60391e2ec,"Really interesting, thanks.",Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,a4dc8327-d285-46e9-b1e4-a8a48f9d8886,"Really useful for refining my own thon AI, thank you",Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,c5f330ae-f55e-4311-a946-7565fddc4df7,Regulation and oversight,Neutral,Ethical concerns and AI regulation,Government oversight and global governance of AI,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,b0d017f4-505c-4a75-95bf-d0e72f82b459,Relationships with ai,Neutral,AI's effect on human relationships and social connection,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2c40e4b9-04ef-4ffb-8ff0-49ea3cb29ee5,Some information on the prevalence of hallucination would have beeni interesting.,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,da3681c3-a1c8-482c-ac49-d8923a7be43b,Some of the grammar was incorrect,Negative,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2d065aae-f9b0-4947-9773-38b69955d74a,Some of the questions I answered but was given alternatives to answer from also ,Neutral,Desire for more open-ended survey responses,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,b4813310-c2e8-4f88-bcc9-2f6eff3c7ce7,"Some of the questions contained bias: eg The question “how has your community been affected by job loss from automation?” offered options about knowing a few, or many people have lost their jobs and then a “not at all” response.  This is a much stronger statement than not knowing anyone who has lost their job.


",Neutral,"AI bias, fairness, and inclusivity",,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,500d4cc0-c149-4dca-8f9c-aeb0f819a09c,Some of the questions were about how AI would change things over a ten year period. Answers would be much different if it was even a bit further out than that. ,Neutral,AI's future development and unknown risks,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,9dcb27f2-620f-4703-aa1a-36d185fa33d3,Some q&a s were a bit confusing. I would have preferred more written responses ,Negative,Desire for more open-ended survey responses,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,5acae7ed-1e87-43a2-9c0a-32b28234a8d6,"Some time in the future I think AI will be taking over a lot of humans jobs, in my opinion.",Neutral,Job loss and employment impacts of AI,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,1647aadd-47e7-4af5-9550-903704cbf461,Sometimes the nuance to explain why I am pro but also reserved on AI there are lots of different scenarios in which it can be beneficial and harmful. Although I am still more pro ,Neutral,AI's future development and unknown risks,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,264d9cfe-e020-4746-8243-7ba266b66f46,Sometimes you are not sure if you are interacting with AI or not. It needs to be made clear,Neutral,Transparency and accountability of AI companies,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,fcf670ec-06f1-46bc-86e9-d5ee10709e9c,Steps taken to ensure that AI potential risks are mitigated before they become huge risks,Neutral,AI's future development and unknown risks,Ethical concerns and AI regulation,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,797327ed-d6c7-4361-98ba-cb655478f2bc,Survey covered everything ,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,79d39349-270f-447c-9940-57f0e1c8f8eb,Technical issue - I was writing a lengthy answer got to about 450/500 and then the answer box reset itself.,Negative,"AI's limitations, errors, and reliability",,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,a25dd336-7de7-4fbd-a1eb-330b2ee976fe,Thank you for a very interesting discussion ,Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,19566480-28b0-4c13-916e-1880b60653e9,"Thank you for asking, no, all good.",Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,1a901d6e-de63-40c8-9183-6be6b313f356,Thanks,Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,d86c7a97-17fb-45bc-9237-9932ab4b9c9a,Thanks for the opportunity.,Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,eb156252-476e-4053-a19d-07c575d29f04,"That I’m deeply concerned for the academic future because of how accessible AI is for young people and most of them are using it to complete their work instead of using their brain and with TikTok and short form scrolling already damaging their brains beyond repair, I think the whole thing should be banned for that purpose entirely. ",Negative,AI's influence on human skills and critical thinking,AI's use in education and academic integrity,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,df7ce290-042f-4a41-bb28-b670ce0d2429,That i feel a bond over time is important with AI especially regarding the topic of health. I get the impression in regard to the latter in the near future its always going to be more beneficial for the AI to work with a professional in its decision making.,Positive,AI's role in healthcare and medical decisions,Human-AI collaboration and maintaining human control,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,a8ac6cb2-3562-4c55-814e-83e6cada855b,That reduced human contact will affect our mental wellbeing.,Negative,AI's impact on mental health and wellbeing,Concerns about AI replacing human interaction,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,58acdfe3-543b-41b8-b42b-77f767a9f5df,That was a very informative survey & I really enjoed taking part,Positive,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,8126f0a7-9fc6-432c-a698-534c40002650,The South west of England was not on areas where people live ?,Neutral,Other,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,2271bfcc-bbb8-4eb1-b570-9e74686ebf10,"The biggest problem for me is that AI is designed, coded, trained by humans. ",Negative,Ethical concerns and AI regulation,Other,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,cc555d88-9c55-475f-adf6-42ab0fd00db0,"The cognitive, cultural and behavioural impact on those who regularly use AI systems in their day to day lives. People are getting dumber, are becoming more introverted and less creative when regularly using AI chatbots in their day to day lives - see study by MIT. In addition, people are giving up on things like reading or watching films because AI can summarise that for them - this risks major industries and cultural touch points being lost.",Neutral,AI's effect on creativity and the arts,AI's effect on human relationships and social connection,AI's influence on human skills and critical thinking,Societal and cultural impacts of AI adoption,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,c5fa4ee3-1ef2-4f7e-a0b1-21f6ab9ca0fb,The distant future of ai,Neutral,AI's future development and unknown risks,,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,88a94c66-559a-47c5-98db-cf8d6e907547,The efficiency of AI is separate to its ethics - it may work effectively in certain areas but what will be the long term impact on society?,Neutral,AI's future development and unknown risks,Ethical concerns and AI regulation,Societal and cultural impacts of AI adoption,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,e845d3d9-c1da-46a0-8d08-3f4de73a6ac4,"The environmental impact of AI

The impact that gen AI is having on the creative industry ",Neutral,AI's effect on creativity and the arts,Environmental impact of AI,,,,,,
237f1af0-71ec-43a0-8d00-0d65bed058c0,23bdda2d-9514-463b-be28-b775a0dd3fb9,The environmental impact of AI - the need for large amounts of data centres that consume large amounts of energy and require constant maintenance. The environmental impact at current outweighs any benefits as we are already in a climate crisis and this is exacerbating it and will only worsen.,Negative,Environmental impact of AI,,,,,,,
