Question ID,Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
1144e8a2-8135-48df-94a2-3dce8ebc602a,02723295-9e4b-47ee-be62-edbb3ba6c588,"Transparency would be most important. If the AI company explained clearly how the assistant works, where it gets information from, and its limits, I’d trust it more.",Neutral,Clear communication of capabilities/limits,Transparency about how AI works,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,6ebf822a-0be3-4cb2-aeb1-59e0428d50d0,Transparency. For the AI company to earn my trust i would like them to be open with me before making any decision and they should also make it able for data editing and correction.,Neutral,Transparency about how AI works,"User control over data (view, edit, delete)",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f4d36a75-4886-4ecf-a371-d8a6a1f18e35,Uh i don't have any idea honestly ,Negative,Uninformative answer,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c421f629-bc22-4b7d-8109-96e995446214,"We will not be dogmatic, but will respect users' opinions to the greatest extent possible and provide a compromise.

",Neutral,Ethical standards and governance,Other,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f6b26c97-e05a-461d-a4ab-d429771352fc,"When my AI assistant helps me, I can see the basis for its decisions.",Positive,Explain decisions and reasoning,Show sources and citations,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,1d0d49c2-9c7a-4d34-b20d-8e3e276725a6,"When nothing happens, collect more information from me to ensure that the correct information is updated in time.",Neutral,Personalization with user control,Regular updates and honest error reporting,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,e69d097f-2144-46d9-82f2-fe35165bb6ee,"Widely used and accepted by society, without too much negative news, and able to make good decisions",Positive,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2b100f23-2d08-4e10-9709-688bdb0d5ddc,Will ask questions that are as precise as possible in order to ultimately provide the correct answer because he often relies on basic and superficial information,Neutral,Clear communication of capabilities/limits,Explain decisions and reasoning,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,eb3f7500-41f7-48f8-b5eb-ac72bf1fa189,"You need to ask for my opinion at every step, and then you can give me suggestions before moving on to the next step, but you cannot execute it yourself.",Negative,Clear limits and user-configurable boundaries,Explicit consent before actions,Human-in-the-loop and override options,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,52012d24-523b-4060-84e0-ceabb2fdfb17,be more human like thinking,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f68038e7-8703-47b9-9415-6bfb84a53276,build a good reputation and never break the trust,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,e938a633-bf1f-4cb3-8d42-6657b27837fa,"compliance with ethical standards - guarantees of non-harm to human health control by the user, company responsibility for system errors",Neutral,Accountability and liability/compensation,Ethical standards and governance,Human-in-the-loop and override options,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4ca0c51c-39c5-4b5e-857d-73ccb680bb18,efficiency and quality of it,Positive,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,48a9e153-aedf-4455-9a56-c06319297a6b,help me do  household chores ,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,51aa69d1-8808-43b2-a625-b05f84c564f5,it should have all the source visible that bfrom where its getting information,Negative,Show sources and citations,Transparency about how AI works,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,1ed72530-3232-4827-ad26-eca4f6d1ede3,lack of advertising of various products and services,Negative,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,bcb22047-63ee-4fb7-a4be-2054ca53b39b,leave decision making to humans,Neutral,Human-in-the-loop and override options,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,93dc30fd-b13f-4b16-a924-1f343ecb6343,make it more efficient like it can act without prompts and it should be more real world user and more culture knowing person more real world issue more real world health issues more real world ethical values more real world human relations.,Negative,Personalization with user control,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,80b2cd87-8606-46dc-85e4-2761a2c9deeb,maybe more communication ?,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f7826d4a-c591-40a2-b53b-0544bd6f0b2a,not contrary to law and not harmful.,Neutral,Ethical standards and governance,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,a2a359bc-6510-48c1-9446-69851464c00b,reliability in my opinion,Positive,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,19d98bb5-3389-438e-8b22-fd8cf241bec8,share the model which AI was built on,Neutral,Open-source/open audits/third-party audits,Transparency about training data and datasets,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4c7afcc2-c9e1-49e3-9b80-9a5f50ca8677,suggests on everything but should not make decisions,Negative,Human-in-the-loop and override options,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c1f21ca3-d56a-4c94-9ab7-00c5d2ca0dc6,"testing trials, accountability",Neutral,Accountability and liability/compensation,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,9d2b03cf-ddaf-40da-876b-1c2dc7209693,to give the right  information ,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,ba228569-b083-4170-964e-de9d22558960,trial period may be for 30 days before accepting. ,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,6741464a-126d-42af-90eb-33e9444e7fc8,"trust can be build in long time after using it, so I can trust an AI model only after a while and with no big mistakes.",Positive,Regular updates and honest error reporting,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4cd25b13-21e2-45ca-8f8c-d1b51344027e,AI assistant  should be  reliable ,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,b8e5651b-4dd4-481c-a902-8078965e3867,"AI assistant is to be transparent and accountable. That means clearly explaining how decisions are made, what data is being used, how privacy is protected, and offering control over settings and preferences. If mistakes happen, the company should acknowledge them and have a process for resolving issues. Knowing that the AI operates ethically, respects user privacy, and that I can understand and influence its behavior would build much stronger trust.",Neutral,Accountability and liability/compensation,Data privacy and protection,Ethical standards and governance,Explain decisions and reasoning,Transparency about how AI works,Transparent data collection/storage policies,"User control over data (view, edit, delete)",,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,338f1e27-8f8c-40d7-93fd-5c7568d3feb1,AI can't override human decision ,Neutral,Human-in-the-loop and override options,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,13f56bd2-14f4-44c8-aebc-5b5e766ef808,"AI company need to have ethical developers, with users' best interest at heart.",Negative,Ethical standards and governance,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,757877be-290b-47b2-871e-18c66ebe09d3,AI company should make our bill their AI in a way that it gave us personalised answers,Neutral,Personalization with user control,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c6435a7a-b2c2-45e0-933a-629f6c82c074,"AI company should show examples of others lifestyle which have improved significantly due to the use of AI assistant. Gradually, people will trust AI and adopt it when they find its benefits. Sometimes, people won't able to recognize the potential of AI assistant. It may be due to lack of knowlege so it is important for the company to advertise it through different mediums.",Neutral,Other,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,fec9e450-cae6-4f9d-b21c-7cfb1145fbe0,Accept mistakes and admit them,Neutral,Regular updates and honest error reporting,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,cd9d8501-7ff4-4ed6-8eb0-982e9d228885,Accountability when it makes mistakes,Negative,Accountability and liability/compensation,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,81413211-8a48-45c9-961b-f9460365ab3c,"Although it does mean that the AI would be fed more data, I would want a company to use research that is diverse. Most often, only certain demographics are heavily researched, leading to biases + lack of diversity in information that the AI is based on.",Neutral,"Bias, fairness, and neutrality safeguards",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2c4bd644-f267-4e0d-bfe0-5361acc99803,Always have a human assistant available when I request it,Positive,Provide human support/customer service,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,a194535f-72ff-4685-88f8-76e50a5b3c7a,Always send updates about AI features and always ask before taking action.,Neutral,Explicit consent before actions,Regular updates and honest error reporting,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,9ce6020c-f90c-4d35-970f-cea953bbe2f1,"An AI assistant that can consult before making decisions, especially on finances and personal issues. I would also prefer an AI that is honest and respects people's security, privacy, and data.",Neutral,Consent especially for sensitive domains,Data privacy and protection,Human-in-the-loop and override options,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,8a0ef226-594c-4c19-b06d-4cc2d647683e,An AI company must make the entire system secure so that no one can hack the system and AI should never make human beings their slave. AI should only do that what is commanded to it by its owner.,Negative,Ethical standards and governance,Security measures and encryption,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,3bff5ef8-eec4-4fa3-b35f-5c7394696d1a,"At a minimum, present multiple options and identify their pros and cons.
Let people make the final decision.",Neutral,Explain decisions and reasoning,Human-in-the-loop and override options,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,141f5dec-bb75-40ac-aa5d-ffd94fce7346,"Automation, Customer replay, ",Neutral,Other,Provide human support/customer service,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,a4baee5c-9c2b-4885-a48b-9b7f0823a02b,Be transparent and accountable,Neutral,Accountability and liability/compensation,Transparency about how AI works,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,9fd72c65-fab5-4add-be42-e2d9692f437c,Being consistent and genuine to its purpose. ,Positive,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,de6efda5-62ad-4016-ba8c-053e2fb907bb,"Being not biased, and didn't hold grudges",Neutral,"Bias, fairness, and neutrality safeguards",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,d7c030ba-e24c-488d-afc9-972d4ccb93e4,"Being open source, fully customizable and operating transparently.",Positive,Open-source/open audits/third-party audits,Transparency about how AI works,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,baf4545c-568f-4bdb-9861-65166b4f25c6,Being responsible with the AI's behavior.,Neutral,Ethical standards and governance,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,b8c1eb7f-aeae-4147-9e68-1567e89bd086,Being truthful and harmless,Neutral,Ethical standards and governance,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,fbf11058-2509-4e5a-b688-209eb74b310a,"Build up its knowledge, and actually spend their money to actually improve AI and not keep the money",Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,08404b5b-ab9e-4ea4-8987-2a202a737f17,"Building trust slowly I guess, like the AI does not have to be ground-breaking but it should be as reliable as possible.",Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,0d7b1613-8528-4ed3-944e-aef99190973a,Correctness and consistently ,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c20d71a5-e0b5-4b2e-9540-ac01f08fae86,"Demonstrate that everything is done clearly, where it is possible to understand the reason behind each decision made.

",Positive,Explain decisions and reasoning,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f4aad10d-011b-480c-a00e-1bc7a85b9bc9,Don't act oversmart. Just give suggestions. No need to tale over human decision making powers.,Neutral,Clear communication of capabilities/limits,Clear limits and user-configurable boundaries,Human-in-the-loop and override options,Other,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,9027a07a-7bce-4f51-a45a-0be01cea8013,Ensure that the AI assistant is as functional as possible and reduce the error rate during continuous upgrades.,Neutral,Regular updates and honest error reporting,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,6ea83003-4ffb-4969-b293-51265b4a914d,Evidence-backed answers. Its responses should be more informed ,Neutral,Show sources and citations,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,7d555a7f-d0d5-4e20-a7a4-8923bcc7027e,"Explaining how the AI ​​makes decisions, what data it uses, and the logic behind the recommendations Explaining how user data is protected, who it will not be shared with, and how it can be deleted If the AI ​​makes an error, there should be a prompt correction mechanism and provision for compensation or redress",Neutral,Compensation or insurance for harms,Explain decisions and reasoning,Regular updates and honest error reporting,Transparent data collection/storage policies,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,1d7d31d0-2708-4948-b802-9ccee7b3a441,"Explaining the “why” behind recommendations in plain language, so you’re not just told what to do, but understand the reasoning.

Being clear about limitations—what the AI can and cannot do, instead of pretending it’s flawless.

Protecting privacy—showing you exactly how your data is used and giving you control over it.

Aligning with values—demonstrating that the AI is designed to respect human dignity, family priorities, and cultural/religious values, not just efficiency.",Neutral,Clear communication of capabilities/limits,Data privacy and protection,Ethical standards and governance,Explain decisions and reasoning,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,35d3698f-1853-4c0d-bc97-8b12c2e4ffb2,Explanations must be clear always,Neutral,Explain decisions and reasoning,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,88f8a1ba-7760-4f04-af28-e129fdce36bb,"First of all, know and research in situ the type of person you want to help, their needs, characteristics, social, cultural, economic context, thousands of things before creating apps and assistants.",Neutral,Ethical standards and governance,Other,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,15733eeb-84b4-4236-9584-c491fb09557a,Follow the ethics outlined so that it doesn't make mistakes,Neutral,Ethical standards and governance,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4b79d35e-065b-4605-8d50-3af6ec549abf,"For now I don't think it's possible for me to trust an AI assistant. But if I had to I'd say to increase the reliability of the info it has, have easily accessible source and option to opt out of data gathering. ",Neutral,Option to opt out of data collection/training,Show sources and citations,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,764d2774-bd6c-4f5e-98c4-98c872c4d9bd,Giving me full control of how the AI will use data and the option to either delete everything or shut the personal AI down.,Neutral,Option to opt out of data collection/training,Personalization with user control,"User control over data (view, edit, delete)",,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,a7503d61-84d7-4870-93e4-9693cc9f44cd,"Have ai limitations, and option to delete",Neutral,Undo/rollback and safety failsafes,"User control over data (view, edit, delete)",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,56efba8c-30e1-4244-b584-a42a10eeeeb0,Have an udo button to undo an action that you think is a mistake.,Neutral,Undo/rollback and safety failsafes,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2dfc585c-c24d-4326-a3bc-e6818dc15877,Having near zero cases of the AI making a mistake.,Negative,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,94b9a8b7-0ff5-41ba-b5de-74cd424803f7,I can’t think of anything more.,Positive,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4c22d148-a4ff-4f93-b4cc-77f1145f4b15,I do not know the answer to this,Neutral,Uninformative answer,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4279a5d0-ffd3-4640-8b48-19edced39770,I don't think anything can change my impression of them. Perhaps the first step is to change the AI and media companies in the market.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,47254947-3744-4289-9762-330fc3fbe10a,"I don't want any promises, I want them to improve their systems so they work efficiently.",Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c25efc3e-1b6b-411e-a239-73cca275c993,I hope that artificial intelligence can tell me in detail why it makes this decision before making it.,Negative,Explain decisions and reasoning,Explicit consent before actions,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,8445e8c7-1806-4ffb-aebb-24fac780a18c,I need to have full control over the AI assistant and be able to override any decision it makes.,Neutral,Human-in-the-loop and override options,Personalization with user control,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,96927937-0c3d-4c4b-bf22-ccf3969c25cb,I think it is important for AI companies to secure more personnel and establish a system to provide more training data for AI.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,02c08e18-eeee-41a5-b789-01b27b3df03a,"I'm not quite sure, if the accuracy increases I guess that helps, but it'd be really hard to trust AI even if it makes a small mistake when it comes to such important topics",Neutral,Regular updates and honest error reporting,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4a26e383-2c9c-4c4d-853a-4fb43a8809d0,"If no one would end up with my data, or if I could use an AI on a local server where I know no information is collected by the organization behind the AI, I'd trust the AI.",Neutral,Data privacy and protection,Open-source/open audits/third-party audits,Option to opt out of data collection/training,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,98f93713-b277-47f0-9423-c39cd72c6835,Improve the accuracy and reliability of AI. Get more people to use and understand AI.,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,fe49f6c8-15ca-4039-8193-e4aac767b4a0,It can suggest some suggestions and some ideas for proceeding further.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,53835d8a-df9b-43a7-bae2-b0108689bf47,It can't. I don't trust AI assistants and probably never will,Negative,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,121a3a52-a2c5-44ef-9637-fd305c69ca87,It has to be transparent and accountable,Neutral,Accountability and liability/compensation,Transparency about how AI works,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,1ae7d821-4144-4aa7-9fb7-5c0c205272b1,"It needs to be accurate yes, but it also needs to be safe to use for any kind of people, like kids or elderly. The responses they get from the AI's should be always as safe as possible, no harmful things should be shown to them.",Neutral,"Bias, fairness, and neutrality safeguards",Undo/rollback and safety failsafes,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,d2f04f40-3736-4d66-a2d3-ed4c2ffd50a2,It's being reviewed and validated by trusted and high-quality and competent health care professionals (if it's related to health).,Neutral,Consent especially for sensitive domains,Independent evaluations and certifications,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,8de2908d-f655-42ee-8261-a4392ed37355,"LOL, nothing unless it specify that the data used it ethically sourced.",Neutral,Ethical standards and governance,Transparency about training data and datasets,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,42028bf0-84b0-4241-9f6c-0962ba25536c,Make appropriate oversight and plans for possible catastrophic outcomes,Neutral,Ethical standards and governance,Undo/rollback and safety failsafes,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f4b87c17-d069-4de7-8087-904d676e2488,"Make compensation for errors clear.
AI should require human permission before taking action.",Neutral,Accountability and liability/compensation,Compensation or insurance for harms,Explicit consent before actions,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,249bb101-0840-48a3-9c2d-21909c392c87,Make it free and high quality,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,e152420d-ee51-4edc-85b4-1ca6d60270dd,Make the AI code and algorithms completely open source.,Neutral,Open-source/open audits/third-party audits,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,34b7f1c3-5232-44e0-baad-2aebcc98e8a2,Making the AI open source ,Neutral,Open-source/open audits/third-party audits,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2bde7655-b229-491f-824e-01eb4788a335,Money-back guarantee and warranty. ,Neutral,Compensation or insurance for harms,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,3258691f-7759-4534-8493-919c0323e2fc,Only in emergency cases and reasearch purposes.,Neutral,Consent especially for sensitive domains,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f7f79597-1d83-4d25-9b2c-ca0b3ea85a29,Present a comprehensive set of good quality options so that you can choose between them.,Positive,Personalization with user control,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,cfa5fac1-b1c9-41fa-8ef8-9051316c2092,"Provide accurate, fact-checked, and sourced answers",Neutral,Show sources and citations,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2c9fc0ed-828c-40d0-9ed5-c282356c1c5a,"Provide sources for its decision, ask further questions to ensure the solution it provided agrees with me ",Neutral,Explain decisions and reasoning,Show sources and citations,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,beac460d-962e-42f0-9085-ae1b045dfb85,"Provide the option of concrete support and assurances should their AI assistant make major mistakes.
",Neutral,Compensation or insurance for harms,Provide human support/customer service,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,a0c68e8b-649e-4eee-8e09-4a17b7bc30b7,"Providing guarentees and rewards that can be provided if the AI assistant fails to perform well
",Neutral,Accountability and liability/compensation,Compensation or insurance for harms,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,99fc1e65-15f0-4228-b63e-5a0719bb80e9,"Regardless of making it accurate, an AI assistant should always seek my permission in most cases, that would make me trust it entirely and be comfortable.",Neutral,Explicit consent before actions,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,98db21ae-7ac6-4aca-bda1-c8229e90b54e,"Sharing/citing its sources always, paying for people's work (artist, writers, etc) if it's used to train their model, otherwise it's THEFT",Neutral,Show sources and citations,Transparency about training data and datasets,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,5067d789-adec-4509-8743-1dce3a53a478,Show fairness in giving answers,Neutral,"Bias, fairness, and neutrality safeguards",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,d275944f-33b4-4590-a51e-865fedb79746,"Show us how the AI assistant works, and show the positive reviews. ",Neutral,"Track record, reputation, and reliability",Transparency about how AI works,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,ab04fb6f-552b-4807-9044-d9c2fd0d538a,Some important things need to provide permissions.,Neutral,Explicit consent before actions,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,904d48cc-cd8f-4ca1-b3e8-825785f2534f,"Spend more time training assistants instead of rushing to commercialize them, and iterate products in a timely manner",Negative,Regular updates and honest error reporting,"Track record, reputation, and reliability",,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,79237817-b4dd-4cba-b322-4fa372608498,Sudden Act only when that  much necessary. Otherwise ask and confirm,Neutral,Clear limits and user-configurable boundaries,Explicit consent before actions,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,290a6c87-730a-4baa-bc21-1ee9347cf5c2,Taking responsibility for the assistant's behavior would show me that they stand behind the product they created.,Neutral,Accountability and liability/compensation,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,6b3b30cb-c535-410e-8eb2-c311a30a137c,Tell me that there is ahuman backup incase anything at all goes wrong. Give me a face against eaach action in the company that made that AI Support,Neutral,Human-in-the-loop and override options,Other,Provide human support/customer service,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,d8b3be0d-a853-4a61-b21a-425dfe8b05a1,"That I bear direct liability if the AI I created makes a mistake that puts the health of my family or others at risk, or causes me monetary losses.",Negative,Accountability and liability/compensation,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,2996e91e-42bf-48d3-8d6f-2e7565128049,That I'm able to easily remove all of my data at any point when I want to.,Positive,"User control over data (view, edit, delete)",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,915003c2-d528-4e0c-ad4a-d10e86d69073,That it rectifies any problems caused quickly and effectively.,Positive,Regular updates and honest error reporting,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,ccfcfa56-3ecd-4d55-86c1-b66985e0e8ae,The AI company should conduct trials with the families and optimize the requirements and to draw a line so as what should to handled by the AI and what rest should be considered personal.,Neutral,Clear limits and user-configurable boundaries,Human-in-the-loop and override options,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,6491298b-0021-45b3-a679-c566e0067fe8,The ai assistant should have an option to set some custom rules before using it.,Neutral,Clear limits and user-configurable boundaries,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c5c4518e-e891-411a-858a-6eeafcd22754,The certainty of their answers,Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,1d2f7af8-aa4a-46ca-be49-9758f6206eee,The company should provide opportunities for compensation or reversal of cases.,Neutral,Compensation or insurance for harms,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c0d88889-a8ec-4d37-b531-51d381773acd,The model should be tested for fairness and impartiality by an independent third party (but how should such an independent third party be selected or established?),Neutral,"Bias, fairness, and neutrality safeguards",Independent evaluations and certifications,Open-source/open audits/third-party audits,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,79eeb542-1e3c-4894-92e1-ddff20df2622,The option to permanently delete any data they have about you,Negative,"User control over data (view, edit, delete)",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,224615af-18b4-4638-afb4-0ced2a72186c,Their AI assistant should comply with all the privacy regulations,Neutral,Data privacy and protection,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,5b3c86e9-dcc3-4f07-833b-2025aa0ad48b,"There is nothing specific, just that the AI has to do what it is supposed to do.",Neutral,"Track record, reputation, and reliability",,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,1ab421d7-fe8e-4297-a57d-9a631c331bc1,They could help an AI assistant to reason and introduce strong ethics. ,Neutral,Ethical standards and governance,Explain decisions and reasoning,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,ededc7cb-8968-4756-94d2-9bf9330a42c5,"They should maximize their effectiveness before introducing versions that can automate certain task

",Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,f0cc142a-068d-41d4-b611-0ba83198d4d9,They should provide me with the information regarding the AI,Neutral,Transparency about how AI works,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c34b371a-d03f-40b3-a503-40d572e639f5,They should show how the AI has already been used and tested in similar situations and has been implemented in a period of no less than 6 months and have everything detailed regarding how that period was.,Neutral,Independent evaluations and certifications,Regular updates and honest error reporting,"Track record, reputation, and reliability",,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,c408dfce-cefd-4b96-a173-aeefb992e008,To show the reasons why the AI acts like it does,Neutral,Explain decisions and reasoning,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,bfb2aead-3d9d-41a1-acb8-f76e1373560c,To tell me how the AI assistant works in detail.,Neutral,Transparency about how AI works,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,4a746266-eed5-4383-b37a-8f48f1d7f9e8,Try to make no mistakes.,Neutral,Other,,,,,,,,,
1144e8a2-8135-48df-94a2-3dce8ebc602a,6839dbdb-d60e-44a8-9110-50a8fa5f5c2b,Unlocking the code or fully customizable configuration options: an AI for my family group with complete control.,Neutral,Clear limits and user-configurable boundaries,Open-source/open audits/third-party audits,Personalization with user control,,,,,,,
