Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
9968bf9d-31b7-4939-b59b-79d695a622ce,I am able to get a bunch more ideas to improve my life.  I bounce wacky ideas off of AIs to see what they think.  I can't find this stuff on Youtube or google search.,Neutral,Brainstorming and creativity support,Personal decision-making and recommendations,,,,,,,,
c55c228c-3265-40f6-86dc-048d9f4b90a0,I am able to send emails automatically so that I am focusing on my core job.,Neutral,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
67971dfd-e999-4e54-afeb-5c5762eece18,I am able to spend less time on tasks and so i am less tired because i do not use too much of my effort while thinking and doing manual research or even aimless internet research,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
5cc6bb63-01ab-4280-a9cf-49bd14f8c421,I am disabled and therefore have a lot of time on my hands to organize at home and work on different paperwork and lists and I feel like it has recently been very helpful to me in finding the most efficiant way to organize as well as repaint my house.,Positive,Improved accessibility for disabilities/ESL,"Scheduling, organization, and reminders",,,,,,,,
933540a7-f023-4646-b156-c6ee7c7d06fa,"I am involved in recruiting for a community organisation. I have noticed that many applications we receive have clear signs of generative AI in their CVs, cover letters, and email correspondence. I find that the personal, genuine, authentic tone of people gets lost. This makes recruiting more difficult because I immediately discard their applications. Before AI, they likely would have created significantly better applications.",Neutral,Increased exposure to AI-generated content,Quality improvement in communication style,Resume/CV and job application assistance,,,,,,,
cc812b1b-8bb8-4a2b-b4c0-76794f430d94,I am lazy to think now,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
53835d8a-df9b-43a7-bae2-b0108689bf47,I am making more money through using AI,Neutral,Improved productivity and efficiency at work,Other,,,,,,,,
ab395e57-8cec-42d3-bba0-7b652bdc7b25,"I am more knowledgeable than before and mostly I save time on a lot of time on my daily tasks. My accessibility to a lot of things that make my life easier. I no longer travel for a lot of things, I just get them done in one space  in a short space of time.",Positive,Faster task completion and time savings,Improved accessibility for disabilities/ESL,,,,,,,,
bef7658f-439a-45a9-9786-69dab2344f57,"I am now more productive and fast. I am not engaging in much manual work, I put my energy and time where it is required and rest of the work is handled by AI",Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
24ddebe9-618f-4f3f-8c03-36b70ce62c37,"I am often fighting the urge to just ask ChatGPT about any and everything. As someone who understands the implications of dependence on AI, it really concerns me how I always seem to think to myself- I can just ChatGPT it.",Neutral,Reduced independent thinking/overreliance,,,,,,,,,
5a5654fa-425c-4edb-a322-9a99e95803b9,I am relying too much on AI even on smaller things that requires me to think.,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
fa4bc886-7dbe-4761-8354-0b9f2f5dd543,I am very active in using AI to work with graphics and automate my activities in the photo studio.,Neutral,Automation of routine/repetitive tasks,"Content creation: images, music, videos",,,,,,,,
d76f7839-66c6-45f4-a670-3abb51b2ee07,I ask more questions to the AI to find information,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
d275944f-33b4-4590-a51e-865fedb79746,"I asked AI every time I faced problems or questions in my daily life. I don't really have to ask for help from a human, especially when it's something related to technical-wise. ",Neutral,Coding assistance and debugging,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,,,,,,
ee8cc57e-32c6-4922-afaf-69bb0e0d3f45,"I became more dependant on AI
",Neutral,Reduced independent thinking/overreliance,,,,,,,,,
42056c29-970d-4103-a763-d4bda1029f21,I became more efficient and effective in executing my tasks by automating my tasks ,Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
0354bdb7-552d-446c-a533-e5b00fcf0914,I can accomplish more with the help of AI. It greatly facilitates my information collection and organization. It also helps me expand and organize my thinking.,Positive,Brainstorming and creativity support,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
3a409fed-0ed2-488a-b491-23a35279ae94,I can afford more things because I save time thanks to AI,Positive,Faster task completion and time savings,,,,,,,,,
99dd607d-5f17-4966-b4ff-a5078445b53e,I can ask AI to answer questions instead of doing research myself.,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
9ce6020c-f90c-4d35-970f-cea953bbe2f1,"I can complete too many tasks without putting in too much effort, unlike before.",Positive,Faster task completion and time savings,Reduced independent thinking/overreliance,,,,,,,,
78d2a38e-7f2e-44dc-9f73-4ca2381b3249,I can do task that usually take longer time but now with AI i can finish it way more faster,Positive,Faster task completion and time savings,,,,,,,,,
2657b59f-a8e1-4786-98bb-b0381e9ad2cc,I can get information quicker,Neutral,Faster task completion and time savings,,,,,,,,,
cfa5fac1-b1c9-41fa-8ef8-9051316c2092,I can get things done much faster now.,Positive,Faster task completion and time savings,,,,,,,,,
599dd421-99b5-4011-b272-bc58bf4ed060,I can make summarizations and get the important details of a text faster.,Positive,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,,
6c7fc71a-0408-4541-9c5e-1700d5d1a5bc,I can now accomplish tasks within a shorter duration of time ,Positive,Faster task completion and time savings,,,,,,,,,
f67dceb5-11de-4be8-a8a5-be6262b30e45,I can now ask AI with stuff that I usually research and read about in Google. ,Positive,Using AI instead of traditional web search,,,,,,,,,
ed271471-373b-413b-9c7f-6468adeb2247,I can now concentrate on the most important thing and let AI do the rest,Positive,Automation of routine/repetitive tasks,Improved productivity and efficiency at work,,,,,,,,
fbf11058-2509-4e5a-b688-209eb74b310a,"I can now no longer teach my son and daughter to do work as they just ask ChatGPT for the solution and they understand the question easily much faster than I tell them. Also, it has benefited for me as I start to ask a lot more questions to AI than before as it is reliable for my personal random questions",Positive,"Learning aid: studying, tutoring, explanations",Reduced independent thinking/overreliance,,,,,,,,
07a7695c-69a1-49c7-ae32-e74524e402fe,"I can now talk to someone (AI) about personal problems in order to get advice or second opinions, while keeping in mind that the AI is very sycophantic, that it is always on my side, which distorts the value of the discussions a little but I think it is better than nothing",Neutral,Emotional support and companionship,,,,,,,,,
1133b07b-399b-4522-87e0-09fd56548c65,"I can only be responsible for the architecture, and let AI do the specific code implementation.",Neutral,Coding assistance and debugging,,,,,,,,,
c34b371a-d03f-40b3-a503-40d572e639f5,"I can perform tedious tasks that don't necessarily require an explanation from me, and thus save time with AI.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
924ab28c-9e96-47f8-aed8-08d137f19e73,"I can research professional knowledge much more easily

And entire work style of coding is changed",Neutral,Coding assistance and debugging,Research acceleration and information synthesis,,,,,,,,
299706d0-2b9f-4ed0-b50f-e8e9cfac999c,I can save a lot of time from researching things online,Positive,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
cb5e777e-5138-4f1b-a50d-151e5bca347c,I can save time and complete more tasks in less time.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
00f21b74-0b58-4d76-b2f4-caecfd83f5b1,"I can use AI to write papers and emails, making the language more professional. I am not good at writing, and AI has helped me reach the level of expression of locals (I studied in an English-speaking country)",Positive,Improved accessibility for disabilities/ESL,Quality improvement in communication style,Translation and language support,"Writing help: emails, documents, summaries",,,,,,
e4aeabee-1acb-4cd5-98c1-e9d65d3619f6,I can work more efficiently now with the help from AI,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
1ab421d7-fe8e-4297-a57d-9a631c331bc1,I can't seem to frame sentences promptly as I used to before I started using AI.,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
f56ade01-ab95-43bc-9bec-8f1c35138a97,I depend on AI for making a conversation or searching idea for work,Neutral,Brainstorming and creativity support,Improved productivity and efficiency at work,Using AI instead of traditional web search,,,,,,,
7333f1c2-59f9-46df-b703-b64b1e58b33b,I depend on it,Neutral,Improved productivity and efficiency at work,,,,,,,,,
70801fc8-d0e5-4fac-9c12-57360fd73b0c,"I don't think it was a daily thing, but I consult an AI weekly for various personal issues, while at work it has become a daily thing.",Neutral,Emotional support and companionship,Personal decision-making and recommendations,,,,,,,,
c0b81072-7075-47e3-9b04-684dd9b40207,I don't use AI that much in general so probably not a lot of change has happened but I sometimes use chatGPT to search information and I find that very helpful.,Positive,Not much/no noticeable change for some,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
ba06e28f-20ab-4147-8dc0-2e8dddc6ea8b,I don't use it to the point where it changes my life.,Neutral,Not much/no noticeable change for some,,,,,,,,,
e7499078-8593-4a14-94a7-4d08c4dd55dc,"I don’t bother coming up with professional emails, creative designs for ads, caption",Neutral,"Content creation: images, music, videos",Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
6741464a-126d-42af-90eb-33e9444e7fc8,"I encouter problems with my computer, I spent 2 minutes to fix this, other than hours searching for solutions on the Internet then  applying these solutions to see they work or not",Neutral,Faster task completion and time savings,Research acceleration and information synthesis,,,,,,,,
d31ef341-5861-41de-9fe5-b5fb7b863c5f,I especially started checking my grammar more frequently.,Positive,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,,
0af2e9e9-bb0c-4e48-938e-05eda188031d,"I feel a little more confident in my decisions, being able to approach a topic with multiple perspectives formulated by AI. Using AI in my work also allows me to streamline tasks and save time.",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,,,,,,,
6e205f8f-62fe-472b-be49-9647453fbeb5,I feel confident enough to do my task with an AI assistant if I need it.,Positive,Improved productivity and efficiency at work,,,,,,,,,
96b50cb1-8d5a-4f74-801d-4b86a643d48d,"I feel like my thinking ability has deteriorated, and I often rely on artificial intelligence to help me come up with some creative ideas, whether at work or in life.",Positive,Brainstorming and creativity support,Reduced independent thinking/overreliance,,,,,,,,
30f889f5-7c70-4e4d-87ed-a9358fb78246,"I feel like now for work related thing, i rely on AI alot cause it make my work go fast and wite content which i need. ",Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Writing help: emails, documents, summaries",,,,,,,
191d9f87-14a0-4b0a-9b90-6b219aeeede1,"I feel more confident when I deal with issues I have never dealt with before. With its assistance of AI, I have at least known the direction. ",Neutral,Personal decision-making and recommendations,,,,,,,,,
a0f39b33-18d1-427f-95d7-f575ac1b7bda,"I feel more efficient at certain things. Without the AI, I'd have to spend a little more exploring Google results to find my answers, let alone related to code, it'd take me way more time to learn a topic or be introduced to it, receive feedback on my work, brainstorm ideas, etc.",Neutral,Coding assistance and debugging,Faster task completion and time savings,Improved productivity and efficiency at work,"Learning aid: studying, tutoring, explanations",Using AI instead of traditional web search,,,,,
96927937-0c3d-4c4b-bf22-ccf3969c25cb,I feel that AI has made it possible to complete time-consuming tasks such as writing and correcting sentences in a short amount of time.,Positive,Faster task completion and time savings,"Writing help: emails, documents, summaries",,,,,,,,
9b04a970-4f25-452f-a4db-7a4d3d286c38,I feel that ai is a necessity in helping me with my work and my work becomes more effective and efficient with the use of ai.,Positive,Improved productivity and efficiency at work,,,,,,,,,
c20d71a5-e0b5-4b2e-9540-ac01f08fae86,I find it much easier to do some mundane tasks.,Positive,Faster task completion and time savings,,,,,,,,,
9da7c722-b6d0-4a23-8eac-a8187d4dffa6,"I find many useful and harmful things are happening due to the use of AI. We can find a lot of AI created content in social media platforms. Among them some are reliable and some are not reliable. Unlike before, whenever  I find a video on social media, I first check to see if was created by AI.",Neutral,Greater distrust of online media/deepfakes,Increased exposure to AI-generated content,,,,,,,,
98db21ae-7ac6-4aca-bda1-c8229e90b54e,"I find myself automating boring/repetitive tasks which my brain cannot handle. I always supervise the work, though.",Neutral,Automation of routine/repetitive tasks,,,,,,,,,
95325aa9-9ff4-4c0f-a8c5-8767a668262b,"I find myself very lazy to do simple tasks such as drafting mails or anything of that sort. it has kind of become my assistant, sometimes I feel it makes my life easier but I also have a feeling that my brain in starting to rot",Neutral,Improved productivity and efficiency at work,Reduced independent thinking/overreliance,"Writing help: emails, documents, summaries",,,,,,,
a9c7329f-3d98-4e3d-a7d1-5b2712c9827f,I found it a great reference for projects and non work projects since it searches in real time. ,Positive,Other,Research acceleration and information synthesis,,,,,,,,
e0c96e7b-8294-40cb-9616-65030c8849c2,I frequently encounter content created by AI (mostly on social media). ,Neutral,Increased exposure to AI-generated content,,,,,,,,,
f073ed6c-37db-4652-806b-def31a97b065,I get access to resources and critical information way faster thanks to ai tools. My work is done way faster and more accurately now backed up with data that is well organized,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
1c902050-ead9-4e53-8228-cec0e6925230,"I get help from an AI assistant with things that would normally be difficult and stressful for me – for example, writing formal emails. I also find that searching for information and fact-checking goes much more efficiently",Neutral,Faster task completion and time savings,Quality improvement in communication style,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,
f034c24c-0fb6-48ad-95bc-00240ef46978,I get note clarity form AI. It helps me point out this that i missed or offers perspective ,Neutral,"Learning aid: studying, tutoring, explanations",,,,,,,,,
3355bc05-e118-408e-939b-3a8405b52da7,"I get the informations I need faster. No more boring researches,but clearly prompetd questions that give me direct answers",Positive,Faster task completion and time savings,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
fbcc2c5f-7c9b-48e9-b757-bd163969ab5e,"I guess I have become more lazy, relying onAI for many tasks which I am able to do on my own [erfectly well. Of course, it also helps a lot in different areas",Neutral,Other,Reduced independent thinking/overreliance,,,,,,,,
42951be5-bfd0-4d90-8185-558b0b7d87e2,"I had a pain I couldn't describe. My doctor couldn't find the cause of this pain. Later on, I found the cause of this pain with AI. When I went to a different doctor, he approved this diagnosis. ",Neutral,Health and medical advice (non-urgent),,,,,,,,,
81a66b95-aa04-4cab-93df-116b01a5220e,"I have a new job that makes very heavy use of AI and it helps a lot, getting rid of the most boring/time-consuming parts of the job, warning me of certain things, giving me notice and advice, writing some things for me (which I will review and correct if necessary). In my personal life, it helps me find new ideas for some things.",Positive,Automation of routine/repetitive tasks,Faster task completion and time savings,Improved productivity and efficiency at work,Personal decision-making and recommendations,"Writing help: emails, documents, summaries",,,,,
50717b05-c1ae-4fa7-a7f1-bdd9d91ad1ad,I have almost like a personal assistant that can advise me on issues when I'm not sure myself,Positive,Personal decision-making and recommendations,,,,,,,,,
529b6598-28d2-4a90-9091-04a51b9f606a,I have an easier time completing repetitive tasks like figuring out what to cook this week. I simply ask the AI to give me suggestions and make a grocery list ,Neutral,Automation of routine/repetitive tasks,Personal decision-making and recommendations,,,,,,,,
cd9d8501-7ff4-4ed6-8eb0-982e9d228885,I have asked AI about my astrology and get to know myself much better,Neutral,Other,Personal decision-making and recommendations,,,,,,,,
32f8a48c-87d1-47f8-97ca-dc05f51ed4ea,I have become more accurate and quick regarding my work related tasks compared to last year. ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
b0e146dd-0131-4188-afac-a84b989b81f1,"I have become more efficient in doing research, especially when dealing with texts",Positive,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,,
cfb616f4-a6a6-4397-94a9-638792d8f957,I have become so effective in accomplishing task before the dateline by the help of Ai,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
61382b0f-5aec-48ed-b319-1ead0e3acd42,I have been able to develop the need to have more creative ideas on how I can generate more income as a result of AI,Positive,Brainstorming and creativity support,,,,,,,,,
0409a138-a988-4922-b862-16d25672989c,I have been able to find and research information much more efficiently and from a broader variety of sources,Positive,Research acceleration and information synthesis,,,,,,,,,
9ba7dced-f468-491e-b575-38530fa5a10a,I have been able to finish my duties faster with the help of AI,Positive,Faster task completion and time savings,,,,,,,,,
4bc4b6e8-5fdd-4593-bbd1-c15d7612dacf,I have been able to read and process large pages of documents with the help of AI and also I use AI a lot more to create documents at work ,Positive,Research acceleration and information synthesis,"Writing help: emails, documents, summaries",,,,,,,,
c0ddd412-daee-4cb3-977c-cb0581593538,I have been able to reserach for my product design prominently.,Positive,"Content creation: images, music, videos",Research acceleration and information synthesis,,,,,,,,
33a7ad5e-e5e5-41e2-a1b8-03ab5d65f71f,I have been able to save some time and productivity,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
613ce26d-8a02-4d6c-a7d1-c0b42523e90f,I have been able to understand and learn certain programs or software in a self-taught manner with the Ai as a guide.,Neutral,"Learning aid: studying, tutoring, explanations",,,,,,,,,
c2abd5f0-1e49-475a-8279-4e8babe13b7d,I have been able to use AI to draft essays and stuff like that. ,Neutral,"Writing help: emails, documents, summaries",,,,,,,,,
12d19111-55eb-4583-a1b0-d7db0c688f1d,I have been challenging myself to do new things with the help of AI. Things I would not have done without it.,Positive,Brainstorming and creativity support,,,,,,,,,
a1bad49c-6c46-4881-ab82-93bf94761da4,I have been flexible to do my daily tasks,Positive,Faster task completion and time savings,"Scheduling, organization, and reminders",,,,,,,,
2c32cb5d-000f-410f-a351-47d9ad8faf87,"I have been more confident in email writing for my office work with the help of AI. Also I became more independent than before

",Positive,Improved productivity and efficiency at work,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,
ededc7cb-8968-4756-94d2-9bf9330a42c5,"I have been more effective in writing emails, which has given me some time ",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,
04ac9729-81b7-4c1e-8521-6c4fe8856de6,"I have been more efficient at work, so I can spare more time for myself",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
99a8de47-1de1-4bd2-92ea-848e78fe4368,"I have been more efficient during my work hours, e.g. spending time to correct the text produced by AI, instead of writing it from scratch. So, I complete more tasks during the day. 

Moreover, sometimes it is hard for me to formulate an idea in a specific tone (official letter) or to structure the information that I want logically. In these cases, AI prevents my struggles. 

I also started using AI as a personal assistant. I do not listen to every advice, but I enjoy having conversations.",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,,,
995013ba-04e8-4f12-a84c-a05b0190eef1,I have been receiving invites for interviews as a result of using AI to modify my resume. ,Neutral,Resume/CV and job application assistance,,,,,,,,,
fe49f6c8-15ca-4039-8193-e4aac767b4a0,I have been thinking less and giving ai the thinking work.,Neutral,Reduced independent thinking/overreliance,,,,,,,,,
5b649d4c-a22c-485c-a7e8-7da520e1ea80,I have completed my job fast ,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
e9c4c98c-354b-40a6-8850-41f039a525a5,I have found myself gravitating towards AI to help answer health questions that are not serious matters. I use AI to be creative. I tend to use it on a daily basis ,Neutral,Brainstorming and creativity support,Health and medical advice (non-urgent),,,,,,,,
0d7b1613-8528-4ed3-944e-aef99190973a,I have gained a lot of skills with the help of AI systems ,Positive,"Learning aid: studying, tutoring, explanations",,,,,,,,,
cb6f2e63-5f8c-4e2e-8ff9-752ac56df57e,"I have integrated AI into all aspects of my life and in everyday activities and routines, particularly in personal and professional life. ",Neutral,Faster task completion and time savings,Improved productivity and efficiency at work,Smart home and everyday tool integration,,,,,,,
331cba46-5d11-4374-8a25-20261a6a11d6,I have learnt to do a few things efficiently and save time.,Positive,Faster task completion and time savings,,,,,,,,,
59e50179-6772-4783-9d5f-2a24351fd416,"I have more time for my family than before, and my health has improved tremendously since I have more time for personal recreation than before. ",Positive,Faster task completion and time savings,Health and medical advice (non-urgent),Improved productivity and efficiency at work,,,,,,,
6b32247a-2e31-4aed-9561-1c5f84cb1dde,"I have mostly used AI at most to polish responses for more formal conversations, alternatively to create funny memes, however I haven't used AI in anyways to alter my quality of life.",Neutral,"Content creation: images, music, videos",Not much/no noticeable change for some,"Writing help: emails, documents, summaries",,,,,,,
c1d05be1-1360-443a-bbf8-3569e32eb4f9,"I have not seen any changes in my personal life, my professional work on the other side has changed with the involvement of AI especially in designing my ads at work",Neutral,"Content creation: images, music, videos",Improved productivity and efficiency at work,Not much/no noticeable change for some,,,,,,,
0e374bb3-1e35-4cb3-9c82-df63c96e2bae,I have noticed more when watching videos or commercials on social media. I have also noticed when shopping for homes that are AI decorated.,Neutral,"Content creation: images, music, videos",Increased exposure to AI-generated content,,,,,,,,
26c871c1-fac1-4584-a584-3e64634a4866,I have noticed that A.I. has begun to evaluate or help evaluate employees now.,Neutral,Job displacement and reduced opportunities,,,,,,,,,
4c39fc19-157c-4076-a152-1254deaaffd2,I have noticed that I can't think alot when I have a difficult thing AI will help me understand fast,Positive,"Learning aid: studying, tutoring, explanations",Reduced independent thinking/overreliance,,,,,,,,
258927ae-c37f-492e-8668-8b3d86e74af2,I have noticed that almost every website I visit has an AI chatbot.  99% of the time I have to interact with the chatbot first before it can be escalated to a human being.,Neutral,Customer service/chatbots replacing humans,,,,,,,,,
8ccb7efb-8d36-4c3a-854c-e18c64072ec7,I have noticed that my life became easy and tasks became simple due to use of AI .,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,,
de465188-12f6-4552-bc5a-2481ea472583,I have often replaced internet searches with questions to AI on personal or work research topics.,Neutral,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
ff09c952-bb38-4d9b-8be2-0875f09043cc,"I have only used AI for research-related text processing, but I do feel that my friends around me are too receptive to AI.",Neutral,Not much/no noticeable change for some,Research acceleration and information synthesis,,,,,,,,
8445e8c7-1806-4ffb-aebb-24fac780a18c,"I have participated in AI related tasks on Prolific in the past four months, and I did not expect to do this on New Years Day 2025.",Neutral,Other,,,,,,,,,
b2d19982-33a5-467f-b6a9-af4aa0ef6736,I have perfected the way i do things. I am always finishing my projects on time.,Positive,Faster task completion and time savings,Improved productivity and efficiency at work,"Scheduling, organization, and reminders",,,,,,,
6224b7bd-ed39-41c7-9f5d-d41410424b0e,I have realised that I tend to use AI more to fact check and look up information rather than googling and also when i get bored rather than struggling to hit up a friend to talk i just end up chatting with the ai assistant,Neutral,Emotional support and companionship,Using AI instead of traditional web search,,,,,,,,
5593b9f8-6e0c-49e6-a52e-94f3d90daddc,I have so many recipes thanks to AI,Positive,Other,Personal decision-making and recommendations,,,,,,,,
a41e61c2-da4b-4a8a-b116-ae0cf46db8d7,"I have started to use It Daily for private business purposes. I enjoy make It search investment opportunity for me, and i use its advices",Neutral,Personal decision-making and recommendations,,,,,,,,,
f04d8f65-6987-41ea-9b66-afcc9d9c047a,I have task daily routine for now has doing by AI to sending messages for all customer and merchant,Neutral,Automation of routine/repetitive tasks,Customer service/chatbots replacing humans,,,,,,,,
3adf926d-ee2b-48e2-aed5-284351215deb,I have to be more aware in making sure the work requests I get are human and not ai,Neutral,Increased exposure to AI-generated content,Privacy and security concerns,,,,,,,,
8bb34f96-d330-481b-9076-a6b9c724ae45,I have to check all my professional writing to ensure it passes AI detection tests. There are also a lot fewer jobs advertised due to AI,Neutral,Job displacement and reduced opportunities,Other,,,,,,,,
472181c2-219e-4a05-8f7d-53fc8004a621,I have used AI to complete repetitive tasks easily leaving time to work on other tasks.,Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
99d7a482-502c-4207-b295-c4f3dc15ba33,I have used AI to help me complete some of my work task. I have also used AI for my personal use such as emotional support,Neutral,Emotional support and companionship,Faster task completion and time savings,Improved productivity and efficiency at work,,,,,,,
8a4e148e-b1dc-43da-85a0-63f6e372da21,"I haven't had any changes yet, as I hardly use AI in my daily life.",Neutral,Not much/no noticeable change for some,,,,,,,,,
2483d76a-90cb-4d2e-a28e-429714f848cb,I haven't made any changes in my life yet,Neutral,Not much/no noticeable change for some,,,,,,,,,
13f56bd2-14f4-44c8-aebc-5b5e766ef808,I haven't perceived any noticeable change.,Negative,Not much/no noticeable change for some,,,,,,,,,
33db8f31-b5c3-4001-9725-90fce3b92b23,I haven’t noticed any changes because I do not use AI,Negative,Not much/no noticeable change for some,,,,,,,,,
24b3058a-5bd3-40bf-b6fc-b63d64711576,I helps to research quicker and can also help with insight or information technology ,Positive,Research acceleration and information synthesis,,,,,,,,,
269014d4-7de5-4543-80c5-30f913bea471,I just find it more useful in terms of searching informations,Positive,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
00cac8dc-3123-4dcd-b163-8729c517a3ec,"I keep asking questions I've always wanted to ask, but either there was nobody to answer or I was put off by the sheer amount of time it'd take to find it online.",Negative,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,
d002da93-d7f9-4b0c-9635-f9c8ec4a4727,"I learn new knowledge by myself, satisfy my curiosity like an encyclopedia, and do translation work to improve my work efficiency.",Positive,"Learning aid: studying, tutoring, explanations",Research acceleration and information synthesis,Translation and language support,,,,,,,
16f00846-2148-4076-a649-e940c2546935,"I love creating / researching travel plans / itineraries and it’s ai is a great help

Also I like ai to check on my grammar for the emails( English is not my first language but the most I communicate with)",Positive,E-commerce/travel planning and comparisons,Improved accessibility for disabilities/ESL,"Writing help: emails, documents, summaries",,,,,,,
a29082e6-98a5-4832-9fb5-ad28cd50e6e5,I mainly use AI for language development; it helps me bridge the language gap and better adapt to Canadian society and culture.,Positive,Improved accessibility for disabilities/ESL,Translation and language support,,,,,,,,
25206bd5-b38a-43d3-a33b-e72ba3d0e5fb,"I managed to make much more doctor appointments, answer e-mails and get into many job interviews thanks to AI",Positive,Resume/CV and job application assistance,"Scheduling, organization, and reminders","Writing help: emails, documents, summaries",,,,,,,
66f2a0fb-e193-4327-bccd-6a98acfc4908,"I mostly rely on AI to write emails, texts, etc, and ensure correct punctuation and spelling errors.",Neutral,Quality improvement in communication style,"Writing help: emails, documents, summaries",,,,,,,,
ddd277b6-b1ca-4319-9191-821df4559251,"I mostly use ChatGPT in my personal life, and it is mostly about asking advice about kids, and I ask for suggestions. If I am looking for information, I ask ChatGPT. ",Neutral,Personal decision-making and recommendations,Research acceleration and information synthesis,,,,,,,,
a5e6399f-0600-469c-b204-c4a468c70e2d,"I mostly use it for coding projects. it has made a huge impact in my daily life

",Positive,Coding assistance and debugging,Improved productivity and efficiency at work,,,,,,,,
de6efda5-62ad-4016-ba8c-053e2fb907bb,I notice that I got lazy to edit some photos because AI can edit it in no time,Neutral,"Content creation: images, music, videos",Faster task completion and time savings,Reduced independent thinking/overreliance,,,,,,,
72a5a2f8-8dee-494c-bc92-8ad44915f919,I noticed I am getting more accurate web searches after starting to use AI,Positive,Research acceleration and information synthesis,Using AI instead of traditional web search,,,,,,,,
93733114-125a-45b0-b841-72ffc97a2937,I noticed falling in love with AI that I consider it as a subhuman meant to help humans in every perspectives,Positive,Emotional support and companionship,,,,,,,,,
24b4e0ad-5e3e-4905-bb06-02d205a49109,"I noticed that I don't google much anymore or whenever I'm unsure about anything, this AI seems to be my safe place like I ask it at first to be sure and it helps me",Positive,Using AI instead of traditional web search,,,,,,,,,
dbe75e11-93e6-4ab8-9ae1-7e10bffa6aed,"I noticed that instead of searching for information in Google, I search in the GPT chat",Neutral,Using AI instead of traditional web search,,,,,,,,,
80b2cd87-8606-46dc-85e4-2761a2c9deeb,"I noticed that more AI systems are being used instead of humans, especially on the job ",Neutral,Customer service/chatbots replacing humans,Job displacement and reduced opportunities,,,,,,,,
6145b407-8cbc-45c4-aac3-474e9063a09f,I noticed the increase in productivity and creativity. AI is helping my work and provides required details in short and useful manner.,Positive,Brainstorming and creativity support,Improved productivity and efficiency at work,Quality improvement in communication style,,,,,,,
66f9fb49-ff1e-492d-9391-9194505159f3,"I now have a personal assistant, AI is my daily assistant. This was unimaginable before.",Neutral,Other,"Scheduling, organization, and reminders",,,,,,,,
3a6ff14d-5a14-4665-914f-477cc3d76d49,I now have another source for professional and technical advice on how to complete my daily work as a software developer. ,Positive,Coding assistance and debugging,Improved productivity and efficiency at work,Research acceleration and information synthesis,,,,,,,
6b6039e6-81cd-49fd-8fc5-dc091246766e,I now have more time for myself because I automated simple tasks through AI.,Neutral,Automation of routine/repetitive tasks,Faster task completion and time savings,,,,,,,,
