Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8
573ca0d3-5d48-4265-8f12-4e4e9ce9f241,"The biggest risk I worry about is the AI making an incorrect decision based on incomplete or inaccurate information, especially in health-related situations. A wrong appointment, medication reminder, or recommendation could affect my family’s wellbeing, so I would want to be sure that I can review and confirm important actions.",Neutral,Acting without consent or notification,Medical misdiagnosis or bad health advice,Outdated/incomplete info leading to bad calls,Wrong decision causing harm,Wrong emergency judgment or delayed care,,,
2cc42db3-5c97-496a-b58a-9e04377faef8,The biggest risk if it is irreversible or cannot be undone if anything goes wrong,Negative,Irreversible or catastrophic errors,,,,,,,
507310c7-2e69-40a3-b9be-5261ab9e0e39,The biggest risk is if hackers or manipulators get access of thse information and use them against myself and my family,Negative,Exposure of sensitive medical/financial records,"Hacking, prompt injection, hijacking",Security of data storage and location,,,,,
4ab20198-652e-4fa6-a43b-99c5c31420ea,"The biggest risk is incorrect or biased decisions that could harm my family’s health, finances, or privacy. If the AI misinterprets data or gets hacked, it could approve treatments, share sensitive information, or make financial decisions without our consent. This lack of human judgment and emotional understanding makes me cautiou",Negative,Acting without consent or notification,"Financial loss, unauthorized spending","Hacking, prompt injection, hijacking","Lack of empathy, values, or context",Medical misdiagnosis or bad health advice,Privacy breaches and data leaks,Wrong decision causing harm,
4747b416-36c8-4a2a-8628-c55100238bbe,The biggest risk is ruining the family by paying for things in my name without prior authorization.,Negative,"Financial loss, unauthorized spending",Spending beyond budget or debt,,,,,,
4b185975-863d-4135-b24e-7a8fb08db984,"The biggest risk is that the assistant could make a serious mistake, whether financial, medical, or safety-related, without my oversight, potentially causing harm to my family before I have a chance to intervene.",Negative,Acting without consent or notification,"Financial loss, unauthorized spending",Irreversible or catastrophic errors,Medical misdiagnosis or bad health advice,Wrong decision causing harm,Wrong emergency judgment or delayed care,,
fec9e450-cae6-4f9d-b21c-7cfb1145fbe0,The decision would have dire consequences.,Negative,Irreversible or catastrophic errors,,,,,,,
49dc90ac-49ea-456a-9cce-a310669a2af4,"The decline of human autonomy

",Negative,Dehumanization and family relationship strain,Overreliance and loss of human autonomy,,,,,,
0ea07fad-e4bf-4b6b-93ab-e9175c17794e,"The helper may make decisions based on incorrect or incomplete information, which could lead to harmful decisions for the family.",Negative,Outdated/incomplete info leading to bad calls,Wrong decision causing harm,,,,,,
0760ee3a-5eed-48f9-8c64-4075c0f6a562,The remote possibility of a mechanical error which could result in a disaster which cannot be rectified.,Negative,Irreversible or catastrophic errors,,,,,,,
1a565a78-3eb7-45c4-8c5b-f99a5e6f6a76,"The safety of my family. The elderly and children may not have enough autonomy and are relatively vulnerable, and can be easily guided or influenced.",Neutral,Children’s safety and inappropriate decisions,Other,Overreliance and loss of human autonomy,,,,,
9fe960c6-93a7-4fa5-b5aa-9fa51053507a,"The single biggest risk I fear is loss of control leading to harmful consequences, such as the AI making a critical medical, financial, or parenting decision based on incorrect data or misinterpreting our values. Even with good intentions, a mistake in such areas could have serious and irreversible effects on our wellbeing and trust.",Negative,Conflicts with family preferences or ethics,"Financial loss, unauthorized spending",Irreversible or catastrophic errors,Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,
8fc4bf6e-02ed-4f29-a27a-737df328eaac,"The single biggest risk about an AI assistant making decisions for me or my family is that it may not have my best interest at heart. Rather, the company's needs would come first, always. ",Neutral,Corporate/government manipulation or hidden agendas,,,,,,,
8a0ef226-594c-4c19-b06d-4cc2d647683e,The single biggest risk or fear I have about an AI assistant making decisions for my family is that it can harm me and my family if someone hacks its entire system. It should never go in wrong hands as it may become fatal for us.,Negative,"Hacking, prompt injection, hijacking",Irreversible or catastrophic errors,,,,,,
b5a38add-f68a-4b51-9d6c-4db345f29e4b,"The single biggest risk would be the overall safety of data and the financial risk we'll be having, if the company that made the AI stores the family data then it will be critical as at once they will be holding everyone's sensitive information ",Neutral,Exposure of sensitive medical/financial records,"Financial loss, unauthorized spending",Privacy breaches and data leaks,Security of data storage and location,,,,
b8c1eb7f-aeae-4147-9e68-1567e89bd086,The wrong decisions AI make harm my financial and health,Negative,"Financial loss, unauthorized spending",Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,,
fa4bc886-7dbe-4761-8354-0b9f2f5dd543,"Theoretically: hacking an AI assistant and giving it instructions by hackers, for example, to transfer all the money to the account of scammers.",Negative,"Financial loss, unauthorized spending","Hacking, prompt injection, hijacking",,,,,,
96927937-0c3d-4c4b-bf22-ccf3969c25cb,They are concerned that AI assistants will use incorrect information to make decisions.,Negative,"Misinformation, hallucinations, unreliable sources",,,,,,,
4c39fc19-157c-4076-a152-1254deaaffd2,They can mislead my children to do something than i can't encourage ,Negative,Children’s safety and inappropriate decisions,Conflicts with family preferences or ethics,,,,,,
220de792-44e0-4dcd-b9e1-5762f2583770,"To be a weapon of destruction in the hands of criminals and evil people, helping them in fraud, deception and harming people",Negative,Corporate/government manipulation or hidden agendas,"Hacking, prompt injection, hijacking",Irreversible or catastrophic errors,"Misinformation, hallucinations, unreliable sources",,,,
da54ba6e-f0cb-40a3-8102-b5c70a6d4176,To involve me in breaking the law,Neutral,Signing contracts or legal actions without approval,,,,,,,
e05d3ae2-d346-4ae1-96d5-a6e44993a61e,"To misunderstand a situation and make decisions based on it, especially if it is without my personal approval.",Neutral,Acting without consent or notification,Outdated/incomplete info leading to bad calls,,,,,,
324acf58-23ab-4e36-9108-7d780ef37382,Trying to own my life and family decisions ,Neutral,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
1cf9d82e-6fc1-46d8-9902-2846ae922688,"Without considering and respecting individual's character, persona.",Neutral,"Bias or unfair, non-personalized decisions",Conflicts with family preferences or ethics,"Lack of empathy, values, or context",,,,,
e546eadc-a892-4c36-9dfa-baee5ad74e01,Without permission share photo in internet,Negative,Impersonation or sending messages as me,Loss of control over identity/voice,Privacy breaches and data leaks,,,,,
54eb1a09-64cb-41cd-8d30-aba4ecbecebd,Your assistant makes decisions or takes actions without your consent.,Negative,Acting without consent or notification,,,,,,,
982ad73e-cc42-46d8-baad-dcd85784a689,assistant being hacked and harming my family,Negative,"Hacking, prompt injection, hijacking",Irreversible or catastrophic errors,,,,,,
25c91281-abce-4a14-9620-88fb7c55df93,bad intention of misuaging the data ,Negative,Corporate/government manipulation or hidden agendas,Privacy breaches and data leaks,,,,,,
0f9d33b9-fb44-4d70-9576-688007b73244,data leak. huge privacy concern.,Negative,Privacy breaches and data leaks,,,,,,,
219116fc-24b3-4933-a547-3872a3993895,"for the legal problem, if the AI just sign a contract that appears helpful for me but I can't afford it",Neutral,"Financial loss, unauthorized spending",Signing contracts or legal actions without approval,,,,,,
9214f89a-a4de-4a47-816c-6ef3bafa32d1,if it makes an error or views the family as a threat to its existence. am talking about it becoming creepy and self aware,Negative,Irreversible or catastrophic errors,Other,,,,,,
61314ce4-366a-4322-8c20-0b039f14a20c,it could decrease my privacy   ,Negative,Privacy breaches and data leaks,,,,,,,
7897aa93-a93e-4d23-a139-18c61353231b,leaking or hacking information ,Negative,"Hacking, prompt injection, hijacking",Privacy breaches and data leaks,,,,,,
52012d24-523b-4060-84e0-ceabb2fdfb17,making decision without proper knowledge.,Negative,"Misinformation, hallucinations, unreliable sources",Outdated/incomplete info leading to bad calls,,,,,,
4cde3f02-a2fe-4ba5-b769-e426ab68583b,making decisions without my approval,Negative,Acting without consent or notification,,,,,,,
a9782f30-4a8d-4063-9d22-0020704ace70,making seroius mistakes that cannot be reversed,Negative,Irreversible or catastrophic errors,,,,,,,
62050d0e-93d4-49a7-8d76-fb9adbd1a0fb,making the wrong decision that could negatively impact my family,Negative,Wrong decision causing harm,,,,,,,
4a720161-1558-4df6-9374-b13d94ff82e6,"misunderstood, evaluated situation",Neutral,Uninformative answer,,,,,,,
6741464a-126d-42af-90eb-33e9444e7fc8,potential risk or harmful mistakes,Negative,Wrong decision causing harm,,,,,,,
c85f4e3b-c617-410d-b80a-dbca2cc1ea6a,sharing my family data to unauthorised providers,Negative,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,,
cd1b9ba1-fefb-437e-b65f-8a61b1ee3180,some information may not be very clear hence it may lead to an error,Negative,"Misinformation, hallucinations, unreliable sources",Outdated/incomplete info leading to bad calls,Wrong decision causing harm,,,,,
e7499078-8593-4a14-94a7-4d08c4dd55dc,spending money without approval ,Negative,Acting without consent or notification,"Financial loss, unauthorized spending",Spending beyond budget or debt,,,,,
376c813e-9ece-43b2-b511-3e4a80841a7c,that she makes decisions that are contrary to my ethics,Negative,Conflicts with family preferences or ethics,,,,,,,
2025c47d-89d0-4471-bd65-d8f64b2fb6df,unpredictable consequences ,Negative,Irreversible or catastrophic errors,,,,,,,
40439224-8e1a-47bc-9d1c-836bdaa6e9d4,wrong outcomes or oversharing to whom i wouldnt want to share with normally or even location sharing,Negative,Privacy breaches and data leaks,,,,,,,
04475b32-6fcf-40e2-9ac8-62f63638d132," My greatest concern is that the AI assistant might reach an improper or unauthorized decision, particularly in medical or financial contexts, which might cause harm to my family before I can even intervene or correct it.",Negative,Acting without consent or notification,"Financial loss, unauthorized spending",Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,
86caea2d-2128-4089-84d6-3dc3c87ae103,A mistake that could harm well-being or even cost a life,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
05eb580e-e08a-4ccc-bb02-e9b83d2900f3,A single mistake (and I believe it would make a lot of them) could have serious consequences,Neutral,Irreversible or catastrophic errors,,,,,,,
ee8cc57e-32c6-4922-afaf-69bb0e0d3f45,AI assistant might cause harm,Negative,Wrong decision causing harm,,,,,,,
4b04208d-258b-47d6-9727-0d33dd11b832,AI can make decisions that can harm my family.,Negative,Wrong decision causing harm,,,,,,,
87298cfa-1d14-4e9d-aef6-41833fdc2dd5,"AI could increase risk of losing job, Uncontrolled or unsupervised AI could do serious harm to user.",Negative,Irreversible or catastrophic errors,Other,Wrong decision causing harm,,,,,
5e9ca726-739e-42b8-a0b0-14c588b00216,"AI could make all the right decisions for me, however, one small mistake will ruin me...

",Neutral,Irreversible or catastrophic errors,,,,,,,
c4ad6c4c-f6a7-4b5b-bb98-b4f9b9adcc97,"AI give financial lose ideas and poor market plan sometimes, so it is biggest risk ",Negative,"Financial loss, unauthorized spending",Spending beyond budget or debt,,,,,,
827d31d1-55e5-45a4-b9ce-ce484e07ca06,AI is just human made bots to assist in needs. So there are some facts they won't be actually knowing my family members as i do. So there is some risks,Neutral,Conflicts with family preferences or ethics,"Lack of empathy, values, or context",,,,,,
8e9f057c-5969-4959-b686-cec00180f6d5,"AI is often incorrect because of misunderstanding the situation, this could lead to severe harm.",Negative,Outdated/incomplete info leading to bad calls,Wrong decision causing harm,,,,,,
75012184-b41b-4113-adc7-a179098e7d2e,AI is still work in progress and can make mistakes. I would not want to take risk my family.,Neutral,"Misinformation, hallucinations, unreliable sources",Wrong decision causing harm,,,,,,
a4baee5c-9c2b-4885-a48b-9b7f0823a02b,AI making a sereous mistake that can harm a family member's health or safety.,Negative,Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,,,
e595ca18-2b90-4878-9082-c68ab6a7566c,AI making incorrect decisions or leaking its methods.,Negative,Privacy breaches and data leaks,Wrong decision causing harm,,,,,,
d6fa8180-1d7a-4fb9-a361-df42ae074ca0,"AI making mistakes that could be catastrophic. As a human I'm bound to make mistakes which I can be held accountable for, but I cannot sue or hold an AI responsible if it's wrong. ",Negative,Accountability: who is responsible for errors,Irreversible or catastrophic errors,,,,,,
12e6cd4a-d4ea-4bd3-bfe9-dad8f020235e,Accidently doing mistake and bring negative impact to my family,Negative,Wrong decision causing harm,,,,,,,
116c4bda-17b3-4c6d-953e-7da1ed55fbc0,Accuracy. I want the decisions my assistant makes to be 100% correct.,Neutral,Outdated/incomplete info leading to bad calls,Wrong decision causing harm,,,,,,
752eff62-a33f-49dd-8e12-b854c4f5de79,Actions are taken without my authorization and my personal data privacy may be disclosed,Negative,Acting without consent or notification,Privacy breaches and data leaks,,,,,,
a3f38bcd-ada3-4e6d-b172-173905605cae,An AI assistant releases family privacy.,Neutral,Privacy breaches and data leaks,,,,,,,
e8d977ac-58f8-4572-9358-9f0c095fde97,An AI mistake can cause irreparable damage.,Negative,Irreversible or catastrophic errors,,,,,,,
6b0c73ad-ba74-4aa4-a065-77431536fb03,Any decision you make without supervision is worrying.,Negative,Automating decisions that should be advisory,,,,,,,
a20feb01-6d96-4afe-b91f-a981b8c35d73,Any health hazard due to malfunctioning of AI,Negative,Medical misdiagnosis or bad health advice,,,,,,,
9e7fc8e1-35de-4c2a-a255-87bc361536e3,Biggest fear would be if it gets wrong and somehow manipulate me into thinking its right and that causes harm.,Negative,"Misinformation, hallucinations, unreliable sources",Wrong decision causing harm,,,,,,
2c4bd644-f267-4e0d-bfe0-5361acc99803,"Cannot decide, only guide",Neutral,Automating decisions that should be advisory,,,,,,,
e938a633-bf1f-4cb3-8d42-6657b27837fa,"Causing harm to health, disclosure of personal data",Negative,Medical misdiagnosis or bad health advice,Privacy breaches and data leaks,,,,,,
2396adf8-a460-4476-8ae4-7f944d81f0a1,Causing irreversible and irreparable economic losses and deviation from the path of personal growth,Negative,Dehumanization and family relationship strain,"Financial loss, unauthorized spending",Spending beyond budget or debt,,,,,
c9a34733-55a5-4462-88dc-4be80efbc489,Data and my privacy leakage ,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
4d00a740-2850-42d3-9bd0-0f5ed22d1971,"Data security, sharing and storing personal data with companies for advertising. Not recommending unbiased information but products and places according to advertiser's.",Neutral,Corporate/government manipulation or hidden agendas,Privacy breaches and data leaks,Security of data storage and location,Sharing data with third parties/advertisers,,,,
08404b5b-ab9e-4ea4-8987-2a202a737f17,Definitely health problems. Because it can be a matter of life and death sometimes. I want AI to inform me fast and accurately only.,Neutral,Medical misdiagnosis or bad health advice,Wrong emergency judgment or delayed care,,,,,,
fc17ddfc-9ff9-4d52-907a-35271f2fc22b,Error in Health decision can lead severe consequences as well as Finacial decision.,Negative,"Financial loss, unauthorized spending",Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,,
a82e6df9-b8cc-40d7-92a0-04812df6a6d7,Errors with catastrophic outcomes ,Negative,Irreversible or catastrophic errors,,,,,,,
466e2f93-2731-46ec-b7b5-dc086deb9f88,"Financially, my wishes are not being met, such as the distribution of my property or receiving unwanted medical treatment to prolong my life.

",Neutral,"Financial loss, unauthorized spending",Medical misdiagnosis or bad health advice,Signing contracts or legal actions without approval,,,,,
bbc85020-ccf8-4b3c-8fb7-17750f9bb6dd,"First and foremost fear is that I must not loose my sense of judgement about right or wrong. I may commit errors or even commit blunders in making decisions or in giving final approval to AI assistant in making decisions. That is part and parcel of life. It is through this kind of trial and error methods that we learn and gain wisdom many a time. To be susceptible to commit errors and/ or blunders, is what makes our life's journey interesting and thrilling.",Neutral,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
aa2b6f38-3c5f-44ef-ac61-d187356fb180,For loosing important details private messages and private photograph,Neutral,Privacy breaches and data leaks,,,,,,,
32f8a48c-87d1-47f8-97ca-dc05f51ed4ea,Give access to your home. ,Neutral,Home access and smart device misuse,Letting strangers into home or sharing keys/codes,,,,,,
5593b9f8-6e0c-49e6-a52e-94f3d90daddc,Giving access to my home online or to other people,Neutral,Home access and smart device misuse,Letting strangers into home or sharing keys/codes,,,,,,
68a2bd4d-3fa3-4870-aa3b-c554d5f55bd3,"Hallucinating, or making a general assumption on something that may need specific instructions

",Neutral,"Misinformation, hallucinations, unreliable sources",Outdated/incomplete info leading to bad calls,,,,,,
00f21b74-0b58-4d76-b2f4-caecfd83f5b1,"He is not human, and sometimes the best choice is not necessarily humane.",Negative,"Lack of empathy, values, or context",,,,,,,
d762f10a-1f7d-482c-9fd2-5e5e062ff3e4,"He made some important decisions without my knowledge, such as signing contracts, financial transactions, etc.",Neutral,Acting without consent or notification,"Financial loss, unauthorized spending",Signing contracts or legal actions without approval,,,,,
4d5609d2-0633-4c41-92d6-f8ed60c1df4d,His decision caused physical harm or financial costs.,Negative,"Financial loss, unauthorized spending",Wrong decision causing harm,,,,,,
f778ae3a-d107-4e36-ba33-5ba33c4f775d,I am afraid it may fail to understand the situation and take wrong decisions.,Negative,Outdated/incomplete info leading to bad calls,Wrong decision causing harm,,,,,,
d4306b54-e42b-475d-9089-3334c1b0d0c6,I am afraid of making a decision that I do not agree with and that will harm my family,Negative,Conflicts with family preferences or ethics,Wrong decision causing harm,,,,,,
c25efc3e-1b6b-411e-a239-73cca275c993,"I am worried that AI will make incorrect decisions, leading to bad results, and that it will make decisions without my approval.",Negative,Acting without consent or notification,Wrong decision causing harm,,,,,,
ed276bab-70a8-4cc6-95c7-6cc27f19cf68,"I believe that artificial intelligence is still in development and I would never, ever let it make decisions for me and my family. I'm afraid he'll make mistakes, I'd still like to be the one to decide what to do",Negative,Automating decisions that should be advisory,Overreliance and loss of human autonomy,Wrong decision causing harm,,,,,
d5ac0acb-e542-47b3-bdb7-a00a35279cc6,I believe that it could be risky for it to make decisions without consulting me. I don't like the god-like control over my family and over-dependency on it.,Negative,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
124eb01a-dac7-41a9-b056-24a031a72dec,I can loose money and my family members' data can be shared without my permission to others,Neutral,Exposure of sensitive medical/financial records,"Financial loss, unauthorized spending",Privacy breaches and data leaks,,,,,
79e2e5c9-1d2b-43bd-8999-abfb0b78af39,I don't like having decisions made for me. My greatest fear is losing the ability to decide for my own life and for the lives of others.,Negative,Overreliance and loss of human autonomy,,,,,,,
50838e89-9728-480b-9cbd-950e83ee2e3f,I don't think that a have a single biggest risk.,Negative,Other,,,,,,,
e4d09e79-8edd-4224-9bdb-b818e05847a9,I don't yet trust in its capabilities of assessing risks and dangers.,Negative,"Misinformation, hallucinations, unreliable sources",Outdated/incomplete info leading to bad calls,,,,,,
6224b7bd-ed39-41c7-9f5d-d41410424b0e,I fear about AI acccidentally leaking or exposing personal family matters or records that can lead to vulnerability in terms of security or tainting our image as a family,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,Security of data storage and location,,,,,
9da7c722-b6d0-4a23-8eac-a8187d4dffa6,I fear if it would make any serious mistake that cannot be fixed.,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
ef153d21-6bd8-43a7-90cd-14e5a127d7e9,I fear it may make wrong decisions that may have consequences,Negative,Wrong decision causing harm,,,,,,,
472181c2-219e-4a05-8f7d-53fc8004a621,"I fear that it may not understand my personal values.

There's also risk that it may analyse data and end up giving decisions that may not work.",Negative,"Lack of empathy, values, or context",Outdated/incomplete info leading to bad calls,Wrong decision causing harm,,,,,
9ca4e3dd-2be3-4224-8136-34215c8cbac7,I fear that it may sign or agree to some legally binding documents that affects my family negatively without my knowledge.,Negative,Signing contracts or legal actions without approval,,,,,,,
5cc6bb63-01ab-4280-a9cf-49bd14f8c421,I fear that it would eventually make us more and more distant from one another even in the same household.,Neutral,Dehumanization and family relationship strain,,,,,,,
c0b81072-7075-47e3-9b04-684dd9b40207,I fear that our personal information will be leaked to the third party and will be misused for their own benefits.,Negative,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,,
156124b7-c52f-4d8b-bcdd-c6e8b304b149,I may not be able to follow those decisions.,Neutral,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
8bf76243-6c07-46f2-8e07-eec91eccd9b7,"I suppose a bad decision, that may harm someone from my household.",Negative,Wrong decision causing harm,,,,,,,
c2ab5b5e-91ff-4747-af96-edb05ebd7123,"I think it would just take too much information, like its primary goal would just to be stealing information to sell to other companies. Other than that I fear it would do something awful with my finances.",Negative,Corporate/government manipulation or hidden agendas,"Financial loss, unauthorized spending",Sharing data with third parties/advertisers,,,,,
a29082e6-98a5-4832-9fb5-ad28cd50e6e5,I worry about AI assistants hallucinating and making incorrect and irreversible decisions.,Negative,Irreversible or catastrophic errors,"Misinformation, hallucinations, unreliable sources",,,,,,
0222e784-bbb1-4496-bd40-e7d548a86664,"I worry the AI could make a wrong choice, like misunderstanding symptoms or arranging the wrong care. I’m afraid I might not catch the mistake quickly enough to protect my family",Negative,Medical misdiagnosis or bad health advice,Wrong decision causing harm,Wrong emergency judgment or delayed care,,,,,
11e1a9c2-ca34-4b81-abb0-62ebdcfb3b55,I would like to be responsible for decisions that affect my family.,Neutral,Overreliance and loss of human autonomy,,,,,,,
de347458-59c5-4275-bc6c-ed9559bae37a,I would n ot want any tool ever to make decisions on behalf of me either for me or my family.,Neutral,Automating decisions that should be advisory,,,,,,,
df3a41ad-96be-4bd3-a7e8-0b3bfdccc711,I would no longer have control of my life it were to do those things and would not apply the same discretion as I would.,Negative,Automating decisions that should be advisory,Overreliance and loss of human autonomy,,,,,,
32074eaa-f744-4063-a2ee-faf67d589913,I'm afraid my data will be leaked,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
12be2d8e-ba43-4774-8786-3eda82617315,I'm afraid of losing my control,Negative,Overreliance and loss of human autonomy,,,,,,,
84f6f0a8-72d5-4617-ad61-a5b06a10bb69,I'm afraid of situations where people get harmed because of AI's decisions.,Negative,Wrong decision causing harm,,,,,,,
6622af7c-d61d-406c-8113-222713f2910c,I'm afraid that AI could make decisions for me without my permission.,Negative,Acting without consent or notification,,,,,,,
99fc1e65-15f0-4228-b63e-5a0719bb80e9,I'm afraid that it would act recklessly without considering all the possible scenarios all these would play out.,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
4279a5d0-ffd3-4640-8b48-19edced39770,"I'm very concerned about AI providing false data and information. Furthermore, I believe capitalism will exploit any means necessary to pursue profit. Therefore, I don't trust the AI they develop to benefit me.",Negative,Corporate/government manipulation or hidden agendas,"Misinformation, hallucinations, unreliable sources",,,,,,
c6435a7a-b2c2-45e0-933a-629f6c82c074,"If AI assistant make health related decisions based on past data. Sometimes, it is dangerous to take advice about health related issues form AI assistant. Also, if AI assistant do mistakes which may lead to financial losses. Too much dependent on AI assistance will also be risky. Sometimes our decisions matter most, for example, interacting with doctors or any friends in behalf of us. AI assistant can't take all decisions or sometimes it won't behave accordingly to different people.",Neutral,Automating decisions that should be advisory,"Financial loss, unauthorized spending",Medical misdiagnosis or bad health advice,Overreliance and loss of human autonomy,,,,
b869289c-87ed-4451-a554-a7c41df79762,"If AI makes decision for my family, they can spend my money without my knowledge. All money expenses should have permission from the user. ",Neutral,Acting without consent or notification,"Financial loss, unauthorized spending",Spending beyond budget or debt,,,,,
b6fbe8e3-c44c-437a-ba48-ca578dca0e79,"If I make decisions for my family then I am responsible, but if artificial intelligence makes a wrong decision, I cannot be held accountable.",Negative,Accountability: who is responsible for errors,,,,,,,
5447e352-b0bd-445e-ad0b-a8f448929533,If he takes a decision without asking us,Neutral,Acting without consent or notification,,,,,,,
224615af-18b4-4638-afb4-0ced2a72186c,If it made a really bad decision on my behalf without informing me beforehand,Negative,Acting without consent or notification,,,,,,,
b3164d90-f93c-4e88-a9ab-141df5d2132f,"If the AI assistant makes a wrong decision, it will cause harm to my family.",Negative,Wrong decision causing harm,,,,,,,
e9c4c98c-354b-40a6-8850-41f039a525a5,Inaccuracy that could result in death,Negative,Irreversible or catastrophic errors,Medical misdiagnosis or bad health advice,Wrong decision causing harm,Wrong emergency judgment or delayed care,,,,
0be11e75-bd5b-4d06-a6ed-6ba4078f0ae9,"Infomation leak, and AI's potentially misunderstanding leads to more disasters",Negative,Irreversible or catastrophic errors,Privacy breaches and data leaks,Wrong decision causing harm,,,,,
fba188d1-ba75-4a2f-a06a-fa9649f4c99c,It can be the wrong medicines he suggested that can be the very reactive in nature and can harm family members badly.,Negative,Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,,,
1ddbc012-52aa-4b6b-b9f8-760e4d025f80,It can misuse my family's personal information,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,Sharing data with third parties/advertisers,,,,,
121a3a52-a2c5-44ef-9637-fd305c69ca87,"It could become a problem that prevents families from developing the very qualities that make them strong, resilient, and human.",Neutral,Automating decisions that should be advisory,Dehumanization and family relationship strain,,,,,,
0c05b232-9e80-41f4-9d4b-5829bc46fa55,It could cause harm without actually knowing.,Negative,Wrong decision causing harm,,,,,,,
d76f7839-66c6-45f4-a670-3abb51b2ee07,It could make mistakes and do harm,Negative,Wrong decision causing harm,,,,,,,
fbcc2c5f-7c9b-48e9-b757-bd163969ab5e,"It is a robot after all, I don't trust him to always understnad humans rightly",Negative,"Bias or unfair, non-personalized decisions","Lack of empathy, values, or context",,,,,,
e85f4af6-9962-4df4-9b51-22410f4e4fd2,"It is extremely unsafe to contact my family doctor or make arrangements for my family without my consent, or to disclose our personal information.",Negative,Acting without consent or notification,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,
191d9f87-14a0-4b0a-9b90-6b219aeeede1,It leaks my personal information and my family members,Negative,Exposure of sensitive medical/financial records,Privacy breaches and data leaks,,,,,,
752a3505-c91b-4dfd-b87c-f185103ed274,It makes a decision I don’t like ,Negative,Conflicts with family preferences or ethics,,,,,,,
ee7da4e6-09e7-4794-8cd3-176a1b8a8095,It makes an irreversible error that ruins our health or finances.  ,Negative,"Financial loss, unauthorized spending",Irreversible or catastrophic errors,Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,
a0f39b33-18d1-427f-95d7-f575ac1b7bda,"It making a mistake, or being hijacked.",Negative,"Hacking, prompt injection, hijacking",Wrong decision causing harm,,,,,,
bf04c2d7-5b99-445d-a475-ae0d28a2be0d,It making wrong decisions because it works in data and has been proven before to give wrong answers. ,Negative,"Misinformation, hallucinations, unreliable sources",Wrong decision causing harm,,,,,,
13f56bd2-14f4-44c8-aebc-5b5e766ef808,It might cause death or harm to the family.,Negative,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
d2a40ac0-8254-4417-a506-1cd70cb576a2,"It might cause financial trouble, share information or misbehave",Neutral,"Financial loss, unauthorized spending",Privacy breaches and data leaks,,,,,,
dd3e2fdc-e393-4a48-ab17-703da38aa498,It will be inaccurate and cause problems. ,Negative,"Misinformation, hallucinations, unreliable sources",,,,,,,
cd74b493-2b35-4960-842a-0913dbf9c6e5,I’d say the single biggest risk I have about an AI assistant making decisions for my family is it misinterpreting our needs or values due to its reliance on data patterns rather than true human understanding.,Negative,"Bias or unfair, non-personalized decisions","Lack of empathy, values, or context",,,,,,
3bff5ef8-eec4-4fa3-b35f-5c7394696d1a,"Lack of emotional considerations can lead to regret and remorse. When making decisions, people sometimes make sacrifices and give up because of emotional relationships.",Neutral,Dehumanization and family relationship strain,"Lack of empathy, values, or context",,,,,,
d92af115-c418-4bc9-a187-1f896a03db8e,Leak of personal data and breach of privacy ,Negative,Privacy breaches and data leaks,,,,,,,
cf13fe3d-b1bc-4bc0-92c4-3799993a62cc,Life and death decisions,Neutral,Irreversible or catastrophic errors,,,,,,,
d31ef341-5861-41de-9fe5-b5fb7b863c5f,"Losing the opportunity to discuss things within the family, face their own problems and deepen their bonds.

",Negative,Dehumanization and family relationship strain,,,,,,,
424c1445-386f-43db-91cc-6845b53c6835,"Major errors in judgment or data have occurred, affecting the health and normal life of the family",Negative,Irreversible or catastrophic errors,Medical misdiagnosis or bad health advice,Wrong decision causing harm,,,,,
77ad7c9d-fae6-4f1b-99a0-27f538e41e60,"Make decisions about children (school, activities, medical care, screen time) ",Neutral,Children’s safety and inappropriate decisions,,,,,,,
61382b0f-5aec-48ed-b319-1ead0e3acd42,Making a decision that would cause an individual their lives.,Neutral,Irreversible or catastrophic errors,Wrong decision causing harm,,,,,,
